date_rec,device_id,_faultCount,_cloudConnected,SiteSt,SiteMode,SiteCmd,SiteFlt3,SiteFlt4,SiteFlt1,SiteFlt2,SiteDiags,kWinCloud,kVArinCloud,kWinLocal,kVArinLocal,kWout,kVArout,kW,kVAr,Hz,DCkW,PPVphAB,PPVphBC,PPVphCA,SoC,SoCOnline,kWHOnline,UnitsOnline,StrsOnline,_last_active_ctrl_modes.0,_last_active_ctrl_modes.1,_last_active_ctrl_modes.2,_last_active_ctrl_modes.3,_last_active_ctrl_modes.4,_last_active_ctrl_modes.5,_PQ_Cloud_config,_PQ_Local_config,_fr_error,_fr_var_config,_ffr_var_config,_avr_v_config.v1,_avr_v_config.v2,_avr_v_config.v3,_avr_v_config.v4,_avr_v_config.v1_2,_avr_v_config.v2_2,_avr_v_config.v3_2,_avr_v_config.v4_2,_avr_v_config.q1,_avr_v_config.q2,_avr_v_config.q3,_avr_v_config.q4,_avr_v_config.q1_2,_avr_v_config.q2_2,_avr_v_config.q3_2,_avr_v_config.q4_2,CurtailmentInLocal,CurtailmentInRemote,_PQ_SingleP_kWinLocal_config,_PQ_SingleP_kWinCloud_config,_OpUOLL_Lim,_OpUOHL_Lim,_DailyDisLimMWh,_OpSOEMax_Lim,_OperOffset,_DailyEneCalErr,_DailyEneAlm,_siteBalEn,_kWH,mb_clientSt,_DailyEnergykWh,setPtAgg,_CAISOQualSW,_NS_PQ_CTRL,_NS_P_CMD,_NS_Q_CMD,_NS_AVR_CMD,_rawadsDot,_rawAGCSetPoint,MWGross,MVArGross,voltResource,MWXfmr,MVArXfmr,voltPOI,_11F1A_IA,_11F1A_IB,_11F1A_IC,_11F1A_VAB,_11F1A_VBC,_11F1A_VCA,_11F1A_P,_11F1A_Q,_11F1A_Hz,_11F1A_IG,_11F1A_IN,_11F1B_IA,_11F1B_IB,_11F1B_IC,_11F1B_VAB,_11F1B_VBC,_11F1B_VCA,_11F1B_P,_11F1B_Q,_11F1B_Hz,_11F1B_IG,_11F1B_IN,_UASW,_87LBL1_St,_11F1A_St,_11F1B_St,_DPAC1_Alm,_87LAL1_Alm,_87LBL1_Alm,_87TAT1_Alm,_87TBT1_Alm,_87BD1_Alm,_49T1_Alm,_90T1_Alm,_11BFT1_Alm,_11F1A_Alm,_11F1B_Alm,_DPAC1_Offline,_87LAL1_Offline,_87LBL1_Offline,_87TAT1_Offline,_87TBT1_Offline,_87BD1_Offline,_49T1_Offline,_90T1_Offline,_11BFT1_Offline,_11F1A_Offline,_11F1B_Offline,_HVACInhibitCmd,_HVACInhibitCmdA,_HVACInhibitCmdB,UCON,UAGC,_DPAC1_SW,_87LAL1_SW,_87LBL1_SW,_11BFT1_SW,_87TAT1_SW,_87TBT1_SW,_11F11_SW,_11F12_SW,_87BD1_SW,_49T1_SW,_90T1_SW,_AUX1_SW,_BATT_CHARG_SW,_ServiceATSSt,_ATS1St,_ATSASt,_GenSt,_OilPress,_CoolTmp,_OilTmp,_Fuel_lvl,_BattV,_DCChMode,_RunTime,_PoskWh,_kVAh,_StartNum,_FuelUsed,_GenStartLogic,_ATS1ManualLogic,_ATS1AutoLogic,_ATSAManualLogic,_ATSAAutoLogic,_ATS1Src1Hz,_ATS1Src1VL1N,_ATS1Src1VL2N,_ATS1Src1VL3N,_ATS1Src1VAvg,_ATS1Src1VL1L2,_ATS1Src1VL2L3,_ATS1Src1VL3L1,_ATS1Src1VLLAvg,_ATS1Src2Hz,_ATS1Src2VL1N,_ATS1Src2VL2N,_ATS1Src2VL3N,_ATS1Src2VAvg,_ATS1Src2VL1L2,_ATS1Src2VL2L3,_ATS1Src2VL3L1,_ATS1Src2VLLAvg,_ATSMainSrcHz,_ATSMainSrcVL3L1,_ATSEmerSrcHz,_ATSEmerSrcVL3L1,_ATSBSt,_ATSBManualLogic,_ATSBAutoLogic,_ATSASrc1Hz,_ATSASrc1VL1N,_ATSASrc1VL2N,_ATSASrc1VL3N,_ATSASrc1VAvg,_ATSASrc1VL1L2,_ATSASrc1VL2L3,_ATSASrc1VL3L1,_ATSASrc1VLLAvg,_ATSASrc2Hz,_ATSASrc2VL1N,_ATSASrc2VL2N,_ATSASrc2VL3N,_ATSASrc2VAvg,_ATSASrc2VL1L2,_ATSASrc2VL2L3,_ATSASrc2VL3L1,_ATSASrc2VLLAvg,_ATSBSrc1Hz,_ATSBSrc1VL1N,_ATSBSrc1VL2N,_ATSBSrc1VL3N,_ATSBSrc1VAvg,_ATSBSrc1VL1L2,_ATSBSrc1VL2L3,_ATSBSrc1VL3L1,_ATSBSrc1VLLAvg,_ATSBSrc2Hz,_ATSBSrc2VL1N,_ATSBSrc2VL2N,_ATSBSrc2VL3N,_ATSBSrc2VAvg,_ATSBSrc2VL1L2,_ATSBSrc2VL2L3,_ATSBSrc2VL3L1,_ATSBSrc2VLLAvg,_XFMR1IOAlms,_XFMRAIOAlms,_XFMRBIOAlms,_XFMR1Press,AGCSetPoint,adsDot,_AVRSPActual,_AvrSpErr,AVR_Q,PFR_P,breakerSt1,_HVACInhibitCnt1,_ExhaustCnt1,_HVACInhibitCnt1A,_ExhaustCnt1A,_HVACInhibitCnt1B,_ExhaustCnt1B,UOLL,UOHL,AGCSetPointFbk,SOEOnline,SOEMax,PFRDroop,PFRDb,OperRR,UCTL,UASW,GovBlkSt,AVRSt,_PFRSt,_dt,SiteChMax,SiteDisMax,_ads_error,_poi_comp_P,_poi_comp_Q,_rate_limiter_P,_rate_limiter_Q,_dist_weighted_average_cost,control_p.FR.P,control_p.FR.value_p,control_p.FR.kind,control_p.FR.init_err,control_p.FR.run_err,control_p.FR.inhibit,control_p.UTILITY_P.P,control_p.UTILITY_P.value_p,control_p.UTILITY_P.kind,control_p.UTILITY_P.init_err,control_p.UTILITY_P.run_err,control_p.OPERATOR_P.P,control_p.OPERATOR_P.value_p,control_p.OPERATOR_P.kind,control_p.OPERATOR_P.init_err,control_p.OPERATOR_P.run_err,control_q.AVR.Q,control_q.AVR.value_q,control_q.AVR.kind,control_q.AVR.init_err,control_q.AVR.run_err,control_q.AVR.inhibit,control_q.UTILITY_Q.Q,control_q.UTILITY_Q.value_q,control_q.UTILITY_Q.kind,control_q.UTILITY_Q.init_err,control_q.UTILITY_Q.run_err,control_q.OPERATOR_Q.Q,control_q.OPERATOR_Q.value_q,control_q.OPERATOR_Q.kind,control_q.OPERATOR_Q.init_err,control_q.OPERATOR_Q.run_err,curtail_p
2026-03-13T14:54:20Z,REV_TW1_S_01,0,TRUE,2,1,,0,0,0,0,0,,,-50000,0,-45926.0481,2384.217905185317,-50362.592,-1.567,60.018,,34488,34616,34437,9.28,9.4,29712.96,20,928,AVR,FR,UTILITY_P,UTILITY_Q,OPERATOR_P,OPERATOR_Q,{},{},0,{},{},218500,229000,231000,241500,460,468,492,500,16500,0,0,-16500,200,0,0,-200,,,{},{},-50,50,1200,400,20,0,0,FALSE,47196,2,74776,-50000,0,0,0,0,0,0,12.09,-50.27,2.08,34.46,51.89,-0.29,230.1,310.7812,312.3029,312.1214,34456.6841,34580.7838,34427.6772,-18607.364,732.4742,60.0128,0.3354,0,517.2617,519.7275,521.8575,34543.3388,34683.1856,34513.382,-31091.378,1382.9871,60.0128,0.8385,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2097152,18,8,524304,0,0,67108868,67108868,0,25344,128,1,0,21,5,5,22,0,32765,0,0,27,0,224243,5960.1,6655.5,362,0,0,3,609,3,609,60,277,277,277,277,481,480,479,480,0,0,0,0,0,0,0,0,0,59.99,240.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50000,230000,TRUE,0,0,1,0,0,0,0,0,0,-50,50,0,17.24,317.376,0.0494,0.036,20,1,0,0,1,1,0.20437249400129076,-60000,60000,FALSE,4073.95,2384.22,-50000,0,0.689,0,2,rel,FALSE,FALSE,FALSE,-50000,2,rel,FALSE,FALSE,0,0,rel,FALSE,FALSE,0,0,rel,FALSE,FALSE,FALSE,0,0,rel,FALSE,FALSE,0,0,rel,FALSE,FALSE,{}
2026-03-13T14:54:22Z,REV_TW1_S_01,0,TRUE,2,1,,0,0,0,0,0,,,-50000,0,-45877.25132,2384.217905185317,-50273.94,13.993,60.022,,34489,34617,34439,9.3,9.43,29767.68,20,928,AVR,FR,UTILITY_P,UTILITY_Q,OPERATOR_P,OPERATOR_Q,{},{},0,{},{},218500,229000,231000,241500,460,468,492,500,16500,0,0,-16500,200,0,0,-200,,,{},{},-50,50,1200,400,20,0,0,FALSE,47250.72,2,74776,-50000,0,0,0,0,0,0,12.09,-50.27,2.08,34.46,51.89,-0.29,230.1,309.6486,311.6642,311.2381,34477.993,34577.6329,34424.7856,-18557.572,723.4379,60.0177,0.571,0,516.9169,519.1683,520.8357,34558.1131,34686.0313,34504.3678,-31055.636,1378.4623,60.0191,0.9871,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2097152,18,8,524304,0,0,67108868,67108868,0,25344,128,1,0,21,5,5,22,0,32765,0,0,27,0,224243,5960.1,6655.5,362,0,0,3,609,3,609,60,277,277,277,277,481,480,479,480,0,0,0,0,0,0,0,0,0,59.99,240.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50000,230000,TRUE,0,0,1,0,0,0,0,0,0,-50,50,0,17.295,317.376,0.0494,0.036,20,1,0,0,1,1,0.20229967299383134,-60000,60000,FALSE,4122.75,2384.22,-50000,0,0.6891,0,2,rel,FALSE,FALSE,FALSE,-50000,2,rel,FALSE,FALSE,0,0,rel,FALSE,FALSE,0,0,rel,FALSE,FALSE,FALSE,0,0,rel,FALSE,FALSE,0,0,rel,FALSE,FALSE,{}
2026-03-13T14:54:24Z,REV_TW1_S_01,0,TRUE,2,1,,0,0,0,0,0,,,-50000,0,-45826.82455,2384.217905185317,-50234.548,20.739,60.021,,34486,34614,34435,9.3,9.43,29767.68,20,928,AVR,FR,UTILITY_P,UTILITY_Q,OPERATOR_P,OPERATOR_Q,{},{},0,{},{},218500,229000,231000,241500,460,468,492,500,16500,0,0,-16500,200,0,0,-200,,,{},{},-50,50,1200,400,20,0,0,FALSE,47250.72,2,74776,-50000,0,0,0,0,0,0,12.09,-50.27,2.08,34.46,51.89,-0.29,230.1,309.2,310.5941,310.425,34471.0045,34545.6314,34421.7796,-18503.206,731.7587,60.0164,0.1676,0,517.332,519.0059,520.9471,34570.6215,34665.8249,34498.9395,-31058.534,1387.1643,60.0245,1.1648,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2097152,18,8,524304,0,0,67108868,67108868,0,25344,128,1,0,21,5,5,22,0,32765,0,0,27,0,224243,5960.1,6655.5,362,0,0,3,609,3,609,60,277,277,277,277,481,480,479,480,0,0,0,0,0,0,0,0,0,60.04,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50000,230000,TRUE,0,0,1,0,0,0,0,0,0,-50,50,0,17.295,317.376,0.0494,0.036,20,1,0,0,1,1,0.20187781999993604,-60000,60000,FALSE,4173.18,2384.22,-50000,0,0.6891,0,2,rel,FALSE,FALSE,FALSE,-50000,2,rel,FALSE,FALSE,0,0,rel,FALSE,FALSE,0,0,rel,FALSE,FALSE,FALSE,0,0,rel,FALSE,FALSE,0,0,rel,FALSE,FALSE,{}
2026-03-13T14:54:26Z,REV_TW1_S_01,0,TRUE,2,1,,0,0,0,0,0,,,-50000,0,-45803.19978,2384.217905185317,-50178.324,18.388,60.026,,34487,34616,34437,9.3,9.43,29767.68,20,928,AVR,FR,UTILITY_P,UTILITY_Q,OPERATOR_P,OPERATOR_Q,{},{},0,{},{},218500,229000,231000,241500,460,468,492,500,16500,0,0,-16500,200,0,0,-200,,,{},{},-50,50,1200,400,20,0,0,FALSE,47250.72,2,74776,-50000,0,0,0,0,0,0,12.09,-50.27,2.08,34.46,51.89,-0.29,230.1,308.3288,309.5079,309.3524,34479.084,34556.6177,34461.8111,-18453.728,722.9194,60.0204,0.5712,0,517.5524,518.6157,520.5162,34577.2438,34658.39,34525.2151,-31054.398,1381.0416,60.0245,1.0745,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2097152,18,8,524304,0,0,67108868,67108868,0,25344,128,1,0,21,5,5,22,0,32765,0,0,27,0,224243,5960.1,6655.5,362,0,0,3,609,3,609,60,277,277,277,277,481,480,479,480,0,0,0,0,0,0,0,0,0,60.04,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50000,230000,TRUE,0,0,1,0,0,0,0,0,0,-50,50,0,17.295,317.376,0.0494,0.036,20,1,0,0,1,1,0.20486216399876866,-60000,60000,FALSE,4196.8,2384.22,-50000,0,0.6891,0,2,rel,FALSE,FALSE,FALSE,-50000,2,rel,FALSE,FALSE,0,0,rel,FALSE,FALSE,0,0,rel,FALSE,FALSE,FALSE,0,0,rel,FALSE,FALSE,0,0,rel,FALSE,FALSE,{}
2026-03-13T14:54:28Z,REV_TW1_S_01,0,TRUE,2,1,,0,0,0,0,0,,,-50000,0,-45803.19978,2384.217905185317,-50170.244,30.941,60.028,,34489,34617,34439,9.3,9.43,29767.68,20,928,AVR,FR,UTILITY_P,UTILITY_Q,OPERATOR_P,OPERATOR_Q,{},{},0,{},{},218500,229000,231000,241500,460,468,492,500,16500,0,0,-16500,200,0,0,-200,,,{},{},-50,50,1200,400,20,0,0,FALSE,47250.72,2,74776,-50000,0,0,0,0,0,0,12.09,-50.27,2.08,34.46,51.89,-0.29,230.1,307.7184,308.7496,308.9046,34445.6177,34560.1158,34457.3746,-18411.594,717.9516,60.0276,0.4562,0,517.3546,518.9695,521.0417,34548.4962,34650.5356,34533.7677,-31059.588,1382.5451,60.0245,0.7082,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2097152,18,8,524304,0,0,67108868,67108868,0,25344,128,1,0,21,5,5,22,0,32765,0,0,27,0,224243,5960.1,6655.5,362,0,0,3,609,3,609,60,277,277,277,277,481,480,479,480,0,0,0,0,0,0,0,0,0,60.04,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50000,230000,TRUE,0,0,1,0,0,0,0,0,0,-50,50,0,17.295,317.376,0.0494,0.036,20,1,0,0,1,1,0.2044221469986951,-60000,60000,FALSE,4196.8,2384.22,-50000,0,0.6891,0,2,rel,FALSE,FALSE,FALSE,-50000,2,rel,FALSE,FALSE,0,0,rel,FALSE,FALSE,0,0,rel,FALSE,FALSE,FALSE,0,0,rel,FALSE,FALSE,0,0,rel,FALSE,FALSE,{}
2026-03-13T14:54:30Z,REV_TW1_S_01,0,TRUE,2,1,,0,0,0,0,0,,,-50000,0,-45784.57602,2384.217905185317,-50201.844,27.645,60.026,,34484,34613,34433,9.31,9.45,29849.76,20,928,AVR,FR,UTILITY_P,UTILITY_Q,OPERATOR_P,OPERATOR_Q,{},{},0,{},{},218500,229000,231000,241500,460,468,492,500,16500,0,0,-16500,200,0,0,-200,,,{},{},-50,50,1200,400,20,0,0,FALSE,47332.8,2,74776,-50000,0,0,0,0,0,0,12.09,-50.27,2.08,34.46,51.89,-0.29,230.1,307.4724,309.004,309.194,34441.8831,34584.507,34440.8875,-18418.264,719.1617,60.0272,0.4373,0,517.0648,518.8813,521.2203,34534.9808,34677.8717,34530.9525,-31059.372,1373.3461,60.0276,0.8114,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2097152,18,8,524304,0,0,67108868,67108868,0,25344,128,1,0,21,5,5,22,0,32765,0,0,27,0,224243,5960.1,6655.5,362,0,0,3,609,3,609,60,277,277,277,277,481,480,479,480,0,0,0,0,0,0,0,0,0,60.04,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50000,230000,TRUE,0,0,1,0,0,0,0,0,0,-50,50,0,17.377,317.376,0.0494,0.036,20,1,0,0,1,1,0.20277191000059247,-60000,60000,FALSE,4215.42,2384.22,-50000,0,0.6897,0,2,rel,FALSE,FALSE,FALSE,-50000,2,rel,FALSE,FALSE,0,0,rel,FALSE,FALSE,0,0,rel,FALSE,FALSE,FALSE,0,0,rel,FALSE,FALSE,0,0,rel,FALSE,FALSE,{}
2026-03-13T14:54:32Z,REV_TW1_S_01,0,TRUE,2,1,,0,0,0,0,0,,,-50000,0,-45779.95695,2384.217905185317,-50181.032,32.264,60.026,,34480,34609,34429,9.34,9.5,30013.92,20,928,AVR,FR,UTILITY_P,UTILITY_Q,OPERATOR_P,OPERATOR_Q,{},{},0,{},{},218500,229000,231000,241500,460,468,492,500,16500,0,0,-16500,200,0,0,-200,,,{},{},-50,50,1200,400,20,0,0,FALSE,47332.8,2,74776,-50000,0,0,0,0,0,0,12.09,-50.27,2.08,34.46,51.89,-0.29,230.1,307.315,309.2477,308.9425,34462.4977,34581.3904,34416.9235,-18413.516,727.1788,60.0254,0.2368,0,516.9554,518.8876,521.2764,34546.4096,34691.452,34507.37,-31058.488,1381.953,60.02,1.4484,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2097152,18,8,524304,0,0,67108868,67108868,0,25344,128,1,0,21,5,5,22,0,32765,0,0,27,0,224243,5960.1,6655.5,362,0,0,3,609,3,609,60,277,277,277,277,481,480,479,480,0,0,0,0,0,0,0,0,0,60.04,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50000,230000,TRUE,0,0,1,0,0,0,0,0,0,-50,50,0,17.541,317.376,0.0494,0.036,20,1,0,0,1,1,0.20631790399784222,-60000,60000,FALSE,4220.04,2384.22,-50000,0,0.6907,0,2,rel,FALSE,FALSE,FALSE,-50000,2,rel,FALSE,FALSE,0,0,rel,FALSE,FALSE,0,0,rel,FALSE,FALSE,FALSE,0,0,rel,FALSE,FALSE,0,0,rel,FALSE,FALSE,{}
2026-03-13T14:54:34Z,REV_TW1_S_01,0,TRUE,2,1,,0,0,0,0,0,,,-50000,0,-45779.95695,2384.217905185317,-50159.768,36.17,60.022,,34483,34612,34432,9.36,9.53,30068.64,20,928,AVR,FR,UTILITY_P,UTILITY_Q,OPERATOR_P,OPERATOR_Q,{},{},0,{},{},218500,229000,231000,241500,460,468,492,500,16500,0,0,-16500,200,0,0,-200,,,{},{},-50,50,1200,400,20,0,0,FALSE,47332.8,2,74776,-50000,0,0,0,0,0,0,12.09,-50.27,2.08,34.46,51.89,-0.29,230.1,307.7956,309.4477,308.805,34474.3004,34556.5338,34415.4739,-18421.564,731.2012,60.0227,0.2368,0,517.5025,519.356,520.897,34559.3948,34670.105,34486.9347,-31062.65,1378.8996,60.024,1.2209,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2097152,18,8,524304,0,0,67108868,67108868,0,25344,128,1,0,21,5,5,22,0,32765,0,0,27,0,224243,5960.1,6655.5,362,0,0,3,609,3,609,60,277,277,277,277,481,480,478,479,0,0,0,0,0,0,0,0,0,60.02,240.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50000,230000,TRUE,0,0,1,0,0,0,0,0,0,-50,50,0,17.596,317.376,0.0494,0.036,20,1,0,0,1,1,0.20493351999903098,-60000,60000,FALSE,4220.04,2384.22,-50000,0,0.6909,0,2,rel,FALSE,FALSE,FALSE,-50000,2,rel,FALSE,FALSE,0,0,rel,FALSE,FALSE,0,0,rel,FALSE,FALSE,FALSE,0,0,rel,FALSE,FALSE,0,0,rel,FALSE,FALSE,{}
2026-03-13T14:54:36Z,REV_TW1_S_01,0,TRUE,2,1,,0,0,0,0,0,,,-50000,0,-45779.95695,2384.217905185317,-50170.052,35.593,60.02,,34487,34616,34435,9.38,9.55,30150.72,20,928,AVR,FR,UTILITY_P,UTILITY_Q,OPERATOR_P,OPERATOR_Q,{},{},0,{},{},218500,229000,231000,241500,460,468,492,500,16500,0,0,-16500,200,0,0,-200,,,{},{},-50,50,1200,400,20,0,0,FALSE,47633.76,2,74776,-50000,0,0,0,0,0,0,12.09,-50.27,2.08,34.46,51.89,-0.29,230.1,307.396,308.8305,308.627,34477.4399,34550.415,34439.0373,-18401.246,735.0354,60.02,0.4559,0,516.9435,518.3036,520.4921,34573.0553,34658.4511,34508.7128,-31029.654,1373.7636,60.0173,1.1274,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2097152,18,8,524304,0,0,67108868,67108868,0,25344,128,1,0,21,5,5,22,0,32765,0,0,27,0,224243,5960.1,6655.5,362,0,0,3,609,3,609,60,277,277,277,277,481,480,478,479,0,0,0,0,0,0,0,0,0,60.02,240.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50000,230000,TRUE,0,0,1,0,0,0,0,0,0,-50,50,0,17.678,317.376,0.0494,0.036,20,1,0,0,1,1,0.2069043520023115,-60000,60000,FALSE,4220.04,2384.22,-50000,0,0.6914,0,2,rel,FALSE,FALSE,FALSE,-50000,2,rel,FALSE,FALSE,0,0,rel,FALSE,FALSE,0,0,rel,FALSE,FALSE,FALSE,0,0,rel,FALSE,FALSE,0,0,rel,FALSE,FALSE,{}
2026-03-13T14:54:38Z,REV_TW1_S_01,0,TRUE,2,1,,0,0,0,0,0,,,-50000,0,-45779.95695,2384.217905185317,-50178.64,26.414,60.015,,34486,34615,34434,9.38,9.55,30150.72,20,928,AVR,FR,UTILITY_P,UTILITY_Q,OPERATOR_P,OPERATOR_Q,{},{},0,{},{},218500,229000,231000,241500,460,468,492,500,16500,0,0,-16500,200,0,0,-200,,,{},{},-50,50,1200,400,20,0,0,FALSE,47633.76,2,74776,-50000,0,0,0,0,0,0,12.09,-50.27,2.08,34.46,51.89,-0.29,230.1,307.1698,308.5408,308.8443,34454.628,34546.2456,34445.4918,-18392.04,725.1706,60.0177,0.3179,0,517.5674,518.8646,521.1178,34560.1311,34651.722,34522.6898,-31063.26,1393.8188,60.0173,0.9779,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2097152,18,8,524304,0,0,67108868,67108868,0,25344,128,1,0,21,5,5,22,0,32765,0,0,27,0,224243,5960.1,6655.5,362,0,0,3,609,3,609,60,277,277,277,277,481,480,478,479,0,0,0,0,0,0,0,0,0,60.02,240.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50000,230000,TRUE,0,0,1,0,0,0,0,0,0,-50,50,0,17.678,317.376,0.0494,0.036,20,1,0,0,1,1,0.2044596040068427,-60000,60000,FALSE,4220.04,2384.22,-50000,0,0.6914,0,2,rel,FALSE,FALSE,FALSE,-50000,2,rel,FALSE,FALSE,0,0,rel,FALSE,FALSE,0,0,rel,FALSE,FALSE,FALSE,0,0,rel,FALSE,FALSE,0,0,rel,FALSE,FALSE,{}
2026-03-13T14:54:40Z,REV_TW1_S_01,0,TRUE,2,1,,0,0,0,0,0,,,-50000,0,-45779.95695,2384.217905185317,-50177.532,27.054,60.016,,34493,34622,34441,9.38,9.55,30150.72,20,928,AVR,FR,UTILITY_P,UTILITY_Q,OPERATOR_P,OPERATOR_Q,{},{},0,{},{},218500,229000,231000,241500,460,468,492,500,16500,0,0,-16500,200,0,0,-200,,,{},{},-50,50,1200,400,20,0,0,FALSE,47633.76,2,74776,-50000,0,0,0,0,0,0,12.09,-50.27,2.08,34.46,51.89,-0.29,230.1,306.978,308.2056,308.5311,34457.119,34574.3294,34458.3931,-18382.784,731.6495,60.011,0.5246,0,517.2595,518.4146,520.9089,34557.3692,34671.0281,34542.1791,-31055.598,1375.0608,60.015,0.8112,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2097152,18,8,524304,0,0,67108868,67108868,0,25344,128,1,0,21,5,5,22,0,32765,0,0,27,0,224243,5960.1,6655.5,362,0,0,3,609,3,609,60,277,277,277,277,481,480,478,479,0,0,0,0,0,0,0,0,0,60.02,240.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50000,230000,TRUE,0,0,1,0,0,0,0,0,0,-50,50,0,17.678,317.376,0.0494,0.036,20,1,0,0,1,1,0.20461649500066414,-60000,60000,FALSE,4220.04,2384.22,-50000,0,0.6914,0,2,rel,FALSE,FALSE,FALSE,-50000,2,rel,FALSE,FALSE,0,0,rel,FALSE,FALSE,0,0,rel,FALSE,FALSE,FALSE,0,0,rel,FALSE,FALSE,0,0,rel,FALSE,FALSE,{}
