Date UTC,bms-Jaguar 1  Unit 21B8  bms_1-MinCellV (max),bms-Jaguar 1  Unit 21B8  bms_2-MinCellV (max),bms-Jaguar 1  Unit 21B8  bms_1-SysVoltage (max),bms-Jaguar 1  Unit 21B8  bms_2-SysVoltage (max),bms-Jaguar 1  Unit 21B8  bms_1-SysCurrent (max),bms-Jaguar 1  Unit 21B8  bms_2-SysCurrent (max),unit-Jaguar 1  Unit 21B8-PCS_P (max),pcs-Jaguar 1  Unit 21B8  pcs_1-DCA (max),pcs-Jaguar 1  Unit 21B8  pcs_1-kW (max)
2025-08-26T14:50:00.000+00:00,3.29,3.069,1370.4,1288.4,5.8,10,0,7,-1
2025-08-26T14:55:00.000+00:00,3.291,3.067,1370.4,1287.7,5.9,10,0,7,-2
2025-08-26T15:00:00.000+00:00,3.29,3.066,1370.4,1287.4,5.9,9.9,0,7,-1
2025-08-26T15:05:00.000+00:00,3.29,3.065,1370.4,1286.8,5.8,10,0,7,-1
2025-08-26T15:10:00.000+00:00,3.29,3.063,1370.4,1286.3,5.9,10.2,0,7,0
2025-08-26T15:15:00.000+00:00,3.29,3.062,1370.3,1285.8,5.9,9.9,0,7,0
2025-08-26T15:20:00.000+00:00,3.29,3.06,1370.2,1285.3,5.9,9.8,0,7,-1
2025-08-26T15:25:00.000+00:00,3.29,3.059,1370.1,1284.6,6,9.9,0,7,-1
2025-08-26T15:30:00.000+00:00,3.29,3.057,1370.1,1284.1,5.9,9.9,0,7,-1
2025-08-26T15:35:00.000+00:00,3.29,3.056,1370.4,1283.7,5.8,13.9,0,9,-1
2025-08-26T15:40:00.000+00:00,3.291,3.054,1370.4,1282.8,0,14.2,0,9,-1
2025-08-26T15:45:00.000+00:00,3.291,3.052,1370.4,1282,0,14.2,0,9,-1
2025-08-26T15:50:00.000+00:00,3.291,3.049,1370.4,1281,0,14.2,0,9,-1
2025-08-26T15:55:00.000+00:00,3.291,3.047,1370.5,1280.1,0,14.4,0,9,-1
2025-08-26T16:00:00.000+00:00,3.291,3.045,1370.5,1279.3,0,14.5,0,9,-1
2025-08-26T16:05:00.000+00:00,3.291,3.042,1370.7,1278.4,0,14.2,0,9,-1
2025-08-26T16:10:00.000+00:00,3.291,3.039,1370.7,1277.5,0,14.3,0,9,-2
2025-08-26T16:15:00.000+00:00,3.291,3.038,1370.8,1276.6,0,14.4,0,9,-2
2025-08-26T16:20:00.000+00:00,3.291,3.035,1370.8,1275.8,0,14.3,0,9,-2
2025-08-26T16:25:00.000+00:00,3.292,3.033,1370.8,1274.9,0,14.2,0,9,-2
2025-08-26T16:30:00.000+00:00,3.292,3.03,1370.8,1274,0,14.4,0,9,-2
2025-08-26T16:35:00.000+00:00,3.292,3.028,1370.8,1273.2,0,14.4,0,9,-2
2025-08-26T16:40:00.000+00:00,3.292,3.025,1370.8,1272.2,0,14.4,0,9,-2
2025-08-26T16:45:00.000+00:00,3.292,3.023,1370.8,1271.4,0,14.3,0,9,-1
2025-08-26T16:50:00.000+00:00,3.292,3.02,1370.8,1270.4,0,14.2,0,9,-2
2025-08-26T16:55:00.000+00:00,3.292,3.018,1370.8,1269.4,0,14.3,0,9,-2
2025-08-26T17:00:00.000+00:00,3.292,3.015,1370.8,1268.6,0,14.4,0,9,-2
2025-08-26T17:05:00.000+00:00,3.292,3.012,1370.8,1267.6,0,14.3,0,9,-2
2025-08-26T17:10:00.000+00:00,3.292,3.01,1370.8,1266.7,0,14.5,0,9,-2
2025-08-26T17:15:00.000+00:00,3.292,3.007,1370.8,1265.7,0,14.5,0,9,-2
2025-08-26T17:20:00.000+00:00,3.292,3.004,1370.8,1264.7,0,14.4,0,9,-2
2025-08-26T17:25:00.000+00:00,3.292,3.002,1370.8,1263.7,0,14.3,0,9,-2
2025-08-26T17:30:00.000+00:00,3.292,2.999,1370.8,1262.7,0,14.3,0,9,-2
2025-08-26T17:35:00.000+00:00,3.292,2.997,1370.8,1261.8,0,14.2,0,9,-2
2025-08-26T17:40:00.000+00:00,3.292,2.993,1370.8,1260.6,0,14.2,0,9,-2
2025-08-26T17:45:00.000+00:00,3.292,2.99,1370.8,1259.7,0,14.2,0,9,-2
2025-08-26T17:50:00.000+00:00,3.292,2.987,1370.9,1258.6,0,14.2,0,9,-2
2025-08-26T17:55:00.000+00:00,3.292,2.985,1370.9,1257.6,0,14.3,0,9,-2
2025-08-26T18:00:00.000+00:00,3.292,2.982,1371,1256.5,0,14.2,0,9,-2
2025-08-26T18:05:00.000+00:00,3.292,2.979,1371,1255.4,0,14.2,0,9,-2
2025-08-26T18:10:00.000+00:00,3.292,2.976,1371.1,1254.3,0,14.1,0,9,0
2025-08-26T18:15:00.000+00:00,3.292,2.976,1371.1,1254.5,0,0,0,0,0
2025-08-26T18:20:00.000+00:00,3.292,2.976,1371.1,1254.7,0,0,0,0,0
2025-08-26T18:25:00.000+00:00,3.292,2.977,1371.1,1254.9,0,0,0,0,0
2025-08-26T18:30:00.000+00:00,3.292,2.977,1371.1,1255.1,0,0,0,0,0
2025-08-26T18:35:00.000+00:00,3.292,2.978,1371.1,1255.2,0,0,0,0,0
2025-08-26T18:40:00.000+00:00,3.292,2.978,1371.1,1255.3,0,14,0,9,0
2025-08-26T18:45:00.000+00:00,3.292,3.046,1371.1,1283,0,14.3,0,488,0
2025-08-26T18:50:00.000+00:00,3.293,3.065,1371.3,1289.5,0,13.6,0,377,0
2025-08-26T18:55:00.000+00:00,3.292,3.036,1371.1,1276.5,0,13.9,0,10,0
2025-08-26T19:00:00.000+00:00,3.292,3.033,1371.1,1275.1,0,13.9,0,9,-2
2025-08-26T19:05:00.000+00:00,3.292,3.029,1371.2,1273.7,0,14,0,9,-2
2025-08-26T19:10:00.000+00:00,3.293,3.025,1371.2,1272.6,0,14.1,0,9,-2
2025-08-26T19:15:00.000+00:00,3.293,3.022,1371.2,1271.3,0,14,0,9,-2
2025-08-26T19:20:00.000+00:00,3.292,3.019,1371.2,1270.2,0,13.9,0,9,-3
2025-08-26T19:25:00.000+00:00,3.293,3.016,1371.2,1269.1,0,14,0,9,-2
2025-08-26T19:30:00.000+00:00,3.293,3.013,1371.2,1267.9,0,14,0,9,-2
2025-08-26T19:35:00.000+00:00,3.293,3.011,1371.2,1267.2,0,14,0,9,0
2025-08-26T19:40:00.000+00:00,3.293,3.011,1371.2,1267.3,0,0,0,0,0
2025-08-26T19:45:00.000+00:00,3.293,3.011,1371.2,1267.4,0,0,0,0,0
2025-08-26T19:50:00.000+00:00,3.293,3.011,1371.2,1267.4,0,0,0,0,0
2025-08-26T19:55:00.000+00:00,3.293,3.011,1371.2,1267.5,0,0,0,0,0
2025-08-26T20:00:00.000+00:00,3.293,3.011,1371.2,1267.5,0,0,0,0,0
2025-08-26T20:05:00.000+00:00,3.293,3.011,1371.2,1267.6,0,0,0,0,0
2025-08-26T20:10:00.000+00:00,3.293,3.012,1371.2,1267.6,0,0,0,0,0
2025-08-26T20:15:00.000+00:00,3.293,3.012,1371.2,1267.6,0,0,0,0,0
2025-08-26T20:20:00.000+00:00,3.293,3.012,1371.2,1267.6,0,0,0,0,0
2025-08-26T20:25:00.000+00:00,3.292,3.011,1371.1,1267.6,0,0,0,0,0
2025-08-26T20:30:00.000+00:00,3.293,3.012,1371.1,1267.6,0,0,0,0,0
2025-08-26T20:35:00.000+00:00,3.292,3.012,1371.1,1267.6,0,0,0,0,0
2025-08-26T20:40:00.000+00:00,3.292,3.012,1371.1,1267.7,0,0,0,0,0
2025-08-26T20:45:00.000+00:00,3.293,3.012,1371.1,1267.7,0,0,0,0,0
2025-08-26T20:50:00.000+00:00,3.293,3.012,1371.1,1267.7,0,0,0,0,0
2025-08-26T20:55:00.000+00:00,64.536,3.019,6553.5,1268.6,0,-10.3,0,16,0
2025-08-26T21:00:00.000+00:00,3.292,3.017,1371.1,1269.7,0,-10.7,0,16,-35
2025-08-26T21:05:00.000+00:00,3.292,3.019,1371.1,1270.1,0,14,0,16,0
2025-08-26T21:10:00.000+00:00,3.292,3.014,1371.1,1268.3,0,13.9,0,9,-2
2025-08-26T21:15:00.000+00:00,3.292,3.01,1371.1,1267.2,0,14,0,9,-3
2025-08-26T21:20:00.000+00:00,3.292,3.007,1371.1,1265.9,0,14.4,0,9,-2
2025-08-26T21:25:00.000+00:00,3.293,3.004,1371.1,1264.7,0,14,0,9,-2
2025-08-26T21:30:00.000+00:00,3.293,3.001,1371.1,1263.5,0,14,0,9,-3
2025-08-26T21:35:00.000+00:00,3.292,2.998,1371.2,1262.4,0,14,0,9,-3
2025-08-26T21:40:00.000+00:00,3.293,2.994,1371.2,1261.2,0,14.2,0,9,-2
2025-08-26T21:45:00.000+00:00,3.293,2.991,1371.2,1260.1,0,14.3,0,9,-2
2025-08-26T21:50:00.000+00:00,3.293,2.988,1371.2,1258.8,0,14.1,0,9,-2
2025-08-26T21:55:00.000+00:00,3.292,2.984,1371.2,1257.5,0,14.2,0,9,-2
2025-08-26T22:00:00.000+00:00,3.293,2.981,1371.1,1256.3,0,14.1,0,9,-2
2025-08-26T22:05:00.000+00:00,3.292,2.978,1371.2,1255.1,0,14.1,0,9,-3
2025-08-26T22:10:00.000+00:00,3.293,2.974,1371.2,1253.8,0,14.3,0,10,-2
2025-08-26T22:15:00.000+00:00,3.293,2.971,1371.2,1252.6,0,14.1,0,9,-2
2025-08-26T22:20:00.000+00:00,3.293,2.967,1371.2,1251.3,0,14.3,0,9,-2
2025-08-26T22:25:00.000+00:00,3.293,2.963,1371.2,1249.9,0,14.2,0,10,-2
2025-08-26T22:30:00.000+00:00,3.292,2.96,1371.2,1248.8,0,14.1,0,10,-2
2025-08-26T22:35:00.000+00:00,3.293,2.956,1371.2,1247.4,0,14.3,0,9,-2
2025-08-26T22:40:00.000+00:00,3.293,2.952,1371.2,1246.1,0,14.2,0,10,-2
2025-08-26T22:45:00.000+00:00,3.293,2.949,1371.2,1244.9,0,14.2,0,10,-2
2025-08-26T22:50:00.000+00:00,3.292,2.945,1371.2,1243.3,0,14.3,0,10,-2
2025-08-26T22:55:00.000+00:00,3.292,2.941,1371.2,1241.9,0,14.1,0,10,-3
2025-08-26T23:00:00.000+00:00,3.293,2.937,1371.2,1240.6,0,14.2,0,10,-2
2025-08-26T23:05:00.000+00:00,3.293,2.933,1371.2,1239.4,0,14.3,0,10,-2
2025-08-26T23:10:00.000+00:00,3.293,2.929,1371.2,1237.8,0,14.3,0,10,-3
2025-08-26T23:15:00.000+00:00,3.293,2.925,1371.2,1236.5,0,14.3,0,10,-2
2025-08-26T23:20:00.000+00:00,3.293,2.921,1371.2,1235.2,0,14.4,0,10,-2
2025-08-26T23:25:00.000+00:00,3.293,2.917,1371.2,1233.8,0,14.4,0,10,-2
2025-08-26T23:30:00.000+00:00,3.293,2.913,1371.2,1232.3,0,14.3,0,10,-3
2025-08-26T23:35:00.000+00:00,3.293,2.909,1371.2,1230.8,0,14.4,0,10,-3
2025-08-26T23:40:00.000+00:00,3.293,2.904,1371.2,1229.4,0,14.4,0,10,-2
2025-08-26T23:45:00.000+00:00,3.293,2.9,1371.2,1227.9,0,14.5,0,10,-3
2025-08-26T23:50:00.000+00:00,3.293,2.896,1371.2,1226.5,0,14.4,0,10,-3
2025-08-26T23:55:00.000+00:00,3.293,2.891,1371.2,1225.1,0,14.4,0,10,-3
2025-08-27T00:00:00.000+00:00,3.293,2.887,1371.2,1223.6,0,14.7,0,10,-3
2025-08-27T00:05:00.000+00:00,3.293,2.882,1371.2,1222.1,0,14.5,0,10,-2
2025-08-27T00:10:00.000+00:00,3.292,2.878,1371.2,1220.6,0,14.7,0,10,-3
2025-08-27T00:15:00.000+00:00,3.293,2.873,1371.2,1219,0,14.7,0,10,-3
2025-08-27T00:20:00.000+00:00,3.293,2.868,1371.2,1217.4,0,14.5,0,10,-2
2025-08-27T00:25:00.000+00:00,3.293,2.863,1371.2,1215.7,0,14.6,0,10,-3
2025-08-27T00:30:00.000+00:00,3.293,2.858,1371.2,1214.2,0,14.7,0,10,-2
2025-08-27T00:35:00.000+00:00,3.293,2.852,1371.2,1212.3,0,14.6,0,10,-2
2025-08-27T00:40:00.000+00:00,3.293,2.847,1371.2,1210.6,0,14.5,0,10,-3
2025-08-27T00:45:00.000+00:00,3.293,2.841,1371.2,1208.8,0,14.6,0,10,-3
2025-08-27T00:50:00.000+00:00,3.293,2.835,1371.2,1207.1,0,15,0,10,-3
2025-08-27T00:55:00.000+00:00,3.293,2.83,1371.2,1205.3,0,14.7,0,10,-2
2025-08-27T01:00:00.000+00:00,3.293,2.823,1371.2,1203.3,0,14.7,0,10,-3
2025-08-27T01:05:00.000+00:00,3.293,2.817,1371.2,1201.4,0,14.8,0,10,-3
2025-08-27T01:10:00.000+00:00,3.292,2.811,1371.2,1199.5,0,14.7,0,10,-2
2025-08-27T01:15:00.000+00:00,3.293,2.803,1371.2,1197.5,0,14.8,0,10,-3
2025-08-27T01:20:00.000+00:00,3.293,2.797,1371.2,1195.5,0,14.8,0,10,-3
2025-08-27T01:25:00.000+00:00,3.292,2.789,1371.2,1193.4,0,14.7,0,10,-3
2025-08-27T01:30:00.000+00:00,3.293,2.782,1371.2,1191.2,0,14.8,0,10,-3
2025-08-27T01:35:00.000+00:00,3.293,2.775,1371.2,1189,0,14.9,0,10,-3
2025-08-27T01:40:00.000+00:00,3.293,2.766,1371.2,1186.6,0,14.8,0,10,-3
2025-08-27T01:45:00.000+00:00,3.293,2.758,1371.2,1184.3,0,14.9,0,10,-3
2025-08-27T01:50:00.000+00:00,3.293,2.749,1371.2,1181.9,0,15,0,10,-2
2025-08-27T01:55:00.000+00:00,3.293,2.739,1371.2,1179.5,0,15,0,10,-2
2025-08-27T02:00:00.000+00:00,3.293,2.73,1371.2,1176.9,0,15,0,10,-2
2025-08-27T02:05:00.000+00:00,3.293,2.72,1371.2,1174.3,0,15,0,10,-3
2025-08-27T02:10:00.000+00:00,3.293,2.709,1371.2,1171.7,0,15,0,10,-3
2025-08-27T02:15:00.000+00:00,3.293,2.696,1371.2,1168.7,0,15.1,0,10,-2
2025-08-27T02:20:00.000+00:00,3.293,2.682,1371.2,1165.9,0,15.2,0,10,-3
2025-08-27T02:25:00.000+00:00,3.293,2.666,1371.2,1162.8,0,15.2,0,10,-3
2025-08-27T02:30:00.000+00:00,3.293,2.648,1371.2,1159.7,0,15.2,0,10,-3
2025-08-27T02:35:00.000+00:00,3.293,2.627,1371.2,1156.6,0,15.1,0,10,-2
2025-08-27T02:40:00.000+00:00,3.293,2.603,1371.2,1152.9,0,15.2,0,10,-3
2025-08-27T02:45:00.000+00:00,3.293,2.575,1371.2,1149.5,0,15.3,0,10,-3
2025-08-27T02:50:00.000+00:00,3.293,2.54,1371.2,1145.6,0,15.2,0,10,-3
2025-08-27T02:55:00.000+00:00,3.292,2.495,1371.2,1141.7,0,15.5,0,10,-2
2025-08-27T03:00:00.000+00:00,3.292,2.474,1371.2,1137.4,0,15.4,0,11,-3
2025-08-27T03:05:00.000+00:00,3.293,2.457,1371.2,1132,0,15.6,0,11,-3
2025-08-27T03:10:00.000+00:00,3.293,2.437,1371.3,1128.1,0,15.4,0,11,0
2025-08-27T03:15:00.000+00:00,3.293,2.448,1371.2,1128.8,0,0,0,0,0
2025-08-27T03:20:00.000+00:00,3.293,2.455,1371.2,1129.3,0,0,0,0,0
2025-08-27T03:25:00.000+00:00,3.293,2.46,1371.2,1129.7,0,0,0,0,0
2025-08-27T03:30:00.000+00:00,3.293,2.464,1371.2,1130.1,0,0,0,0,0
2025-08-27T03:35:00.000+00:00,3.293,2.467,1371.2,1130.3,0,0,0,0,0
2025-08-27T03:40:00.000+00:00,3.293,2.469,1371.2,1130.6,0,0,0,0,0
2025-08-27T03:45:00.000+00:00,3.293,2.472,1371.2,1130.9,0,0,0,0,0
2025-08-27T03:50:00.000+00:00,3.293,2.474,1371.2,1131,0,0,0,0,0
2025-08-27T03:55:00.000+00:00,3.292,2.477,1371.2,1131.3,0,0,0,0,0
2025-08-27T04:00:00.000+00:00,3.293,2.479,1371.2,1131.4,0,0,0,0,0
2025-08-27T04:05:00.000+00:00,3.293,2.481,1371.2,1131.7,0,0,0,0,0
2025-08-27T04:10:00.000+00:00,3.293,2.482,1371.2,1131.7,0,0,0,0,0
2025-08-27T04:15:00.000+00:00,3.293,2.484,1371.2,1132,0,0,0,0,0
2025-08-27T04:20:00.000+00:00,3.293,2.485,1371.2,1132,0,0,0,0,0
2025-08-27T04:25:00.000+00:00,3.293,2.487,1371.2,1132.2,0,0,0,0,0
2025-08-27T04:30:00.000+00:00,3.293,2.488,1371.2,1132.4,0,0,0,0,0
2025-08-27T04:35:00.000+00:00,3.293,2.489,1371.2,1132.5,0,0,0,0,0
2025-08-27T04:40:00.000+00:00,3.293,2.491,1371.2,1132.6,0,0,0,0,0
2025-08-27T04:45:00.000+00:00,3.293,2.492,1371.2,1132.8,0,0,0,0,0
2025-08-27T04:50:00.000+00:00,3.293,2.493,1371.2,1132.9,0,0,0,0,0
2025-08-27T04:55:00.000+00:00,3.293,2.494,1371.2,1133,0,0,0,0,0
2025-08-27T05:00:00.000+00:00,3.293,2.495,1371.2,1133.1,0,0,0,0,0
2025-08-27T05:05:00.000+00:00,3.293,2.497,1371.2,1133.2,0,0,0,0,0
2025-08-27T05:10:00.000+00:00,3.293,2.498,1371.2,1133.3,0,0,0,0,0
2025-08-27T05:15:00.000+00:00,3.293,2.499,1371.2,1133.5,0,0,0,0,0
2025-08-27T05:20:00.000+00:00,3.293,2.5,1371.2,1133.5,0,0,0,0,0
2025-08-27T05:25:00.000+00:00,3.293,2.501,1371.2,1133.5,0,0,0,0,0
2025-08-27T05:30:00.000+00:00,3.293,2.501,1371.2,1133.7,0,0,0,0,0
2025-08-27T05:35:00.000+00:00,3.293,2.502,1371.2,1133.9,0,0,0,0,0
2025-08-27T05:40:00.000+00:00,3.293,2.503,1371.2,1133.9,0,0,0,0,0
2025-08-27T05:45:00.000+00:00,3.293,2.504,1371.2,1134,0,0,0,0,0
2025-08-27T05:50:00.000+00:00,3.293,2.505,1371.2,1134.1,0,0,0,0,0
2025-08-27T05:55:00.000+00:00,3.293,2.505,1371.2,1134.2,0,0,0,0,0
2025-08-27T06:00:00.000+00:00,3.293,2.506,1371.2,1134.3,0,0,0,0,0
2025-08-27T06:05:00.000+00:00,3.293,2.507,1371.2,1134.3,0,0,0,0,0
2025-08-27T06:10:00.000+00:00,3.293,2.508,1371.2,1134.5,0,0,0,0,0
2025-08-27T06:15:00.000+00:00,3.293,2.509,1371.2,1134.5,0,0,0,0,0
2025-08-27T06:20:00.000+00:00,3.293,2.509,1371.2,1134.6,0,0,0,0,0
2025-08-27T06:25:00.000+00:00,3.293,2.51,1371.2,1134.7,0,0,0,0,0
2025-08-27T06:30:00.000+00:00,3.293,2.511,1371.2,1134.7,0,0,0,0,0
2025-08-27T06:35:00.000+00:00,3.293,2.511,1371.2,1134.9,0,0,0,0,0
2025-08-27T06:40:00.000+00:00,3.293,2.512,1371.2,1134.9,0,0,0,0,0
2025-08-27T06:45:00.000+00:00,3.293,2.512,1371.2,1135,0,0,0,0,0
2025-08-27T06:50:00.000+00:00,3.293,2.513,1371.2,1135.1,0,0,0,0,0
2025-08-27T06:55:00.000+00:00,3.293,2.513,1371.2,1135.1,0,0,0,0,0
2025-08-27T07:00:00.000+00:00,3.293,2.514,1371.2,1135.1,0,0,0,0,0
2025-08-27T07:05:00.000+00:00,3.293,2.514,1371.2,1135.2,0,0,0,0,0
2025-08-27T07:10:00.000+00:00,3.293,2.515,1371.2,1135.3,0,0,0,0,0
2025-08-27T07:15:00.000+00:00,3.293,2.516,1371.2,1135.4,0,0,0,0,0
2025-08-27T07:20:00.000+00:00,3.293,2.516,1371.2,1135.4,0,0,0,0,0
2025-08-27T07:25:00.000+00:00,3.293,2.517,1371.2,1135.5,0,0,0,0,0
2025-08-27T07:30:00.000+00:00,3.293,2.517,1371.2,1135.5,0,0,0,0,0
2025-08-27T07:35:00.000+00:00,3.293,2.518,1371.2,1135.6,0,0,0,0,0
2025-08-27T07:40:00.000+00:00,3.293,2.518,1371.2,1135.7,0,0,0,0,0
2025-08-27T07:45:00.000+00:00,3.293,2.518,1371.2,1135.7,0,0,0,0,0
2025-08-27T07:50:00.000+00:00,3.293,2.519,1371.2,1135.7,0,0,0,0,0
2025-08-27T07:55:00.000+00:00,3.293,2.52,1371.2,1135.8,0,0,0,0,0
2025-08-27T08:00:00.000+00:00,3.293,2.52,1371.2,1135.8,0,0,0,0,0
2025-08-27T08:05:00.000+00:00,3.293,2.52,1371.2,1135.9,0,0,0,0,0
2025-08-27T08:10:00.000+00:00,3.293,2.521,1371.2,1136,0,0,0,0,0
2025-08-27T08:15:00.000+00:00,3.293,2.521,1371.2,1136,0,0,0,0,0
2025-08-27T08:20:00.000+00:00,3.293,2.522,1371.2,1136,0,0,0,0,0
2025-08-27T08:25:00.000+00:00,3.293,2.522,1371.2,1136.1,0,0,0,0,0
2025-08-27T08:30:00.000+00:00,3.293,2.523,1371.2,1136.1,0,0,0,0,0
2025-08-27T08:35:00.000+00:00,3.293,2.523,1371.2,1136.2,0,0,0,0,0
2025-08-27T08:40:00.000+00:00,3.293,2.524,1371.2,1136.2,0,0,0,0,0
2025-08-27T08:45:00.000+00:00,3.293,2.524,1371.2,1136.3,0,0,0,0,0
2025-08-27T08:50:00.000+00:00,3.293,2.524,1371.1,1136.3,0,0,0,0,0
2025-08-27T08:55:00.000+00:00,3.293,2.525,1371.2,1136.4,0,0,0,0,0
2025-08-27T09:00:00.000+00:00,3.293,2.525,1371.1,1136.5,0,0,0,0,0
2025-08-27T09:05:00.000+00:00,3.293,2.525,1371.2,1136.5,0,0,0,0,0
2025-08-27T09:10:00.000+00:00,3.293,2.526,1371.2,1136.6,0,0,0,0,0
2025-08-27T09:15:00.000+00:00,3.293,2.526,1371.2,1136.6,0,0,0,0,0
2025-08-27T09:20:00.000+00:00,3.293,2.526,1371.2,1136.6,0,0,0,0,0
2025-08-27T09:25:00.000+00:00,3.293,2.527,1371.1,1136.6,0,0,0,0,0
2025-08-27T09:30:00.000+00:00,3.293,2.527,1371.1,1136.6,0,0,0,0,0
2025-08-27T09:35:00.000+00:00,3.293,2.528,1371.1,1136.7,0,0,0,0,0
2025-08-27T09:40:00.000+00:00,3.293,2.528,1371.1,1136.7,0,0,0,0,0
2025-08-27T09:45:00.000+00:00,3.293,2.528,1371.1,1136.8,0,0,0,0,0
2025-08-27T09:50:00.000+00:00,3.293,2.529,1371.2,1136.9,0,0,0,0,0
2025-08-27T09:55:00.000+00:00,3.293,2.529,1371.1,1136.9,0,0,0,0,0
2025-08-27T10:00:00.000+00:00,3.293,2.529,1371.1,1137,0,0,0,0,0
2025-08-27T10:05:00.000+00:00,3.293,2.529,1371.1,1137,0,0,0,0,0
2025-08-27T10:10:00.000+00:00,3.293,2.53,1371.1,1137,0,0,0,0,0
2025-08-27T10:15:00.000+00:00,3.292,2.53,1371.1,1137,0,0,0,0,0
2025-08-27T10:20:00.000+00:00,3.293,2.53,1371.1,1137.1,0,0,0,0,0
2025-08-27T10:25:00.000+00:00,3.293,2.531,1371.1,1137.1,0,0,0,0,0
2025-08-27T10:30:00.000+00:00,3.293,2.531,1371.2,1137.1,0,0,0,0,0
2025-08-27T10:35:00.000+00:00,3.293,2.531,1371.2,1137.1,0,0,0,0,0
2025-08-27T10:40:00.000+00:00,3.293,2.531,1371.2,1137.2,0,0,0,0,0
2025-08-27T10:45:00.000+00:00,3.293,2.532,1371.2,1137.3,0,0,0,0,0
2025-08-27T10:50:00.000+00:00,3.293,2.532,1371.1,1137.3,0,0,0,0,0
2025-08-27T10:55:00.000+00:00,3.293,2.532,1371.1,1137.3,0,0,0,0,0
2025-08-27T11:00:00.000+00:00,3.293,2.533,1371.1,1137.3,0,0,0,0,0
2025-08-27T11:05:00.000+00:00,3.293,2.533,1371.1,1137.4,0,0,0,0,0
2025-08-27T11:10:00.000+00:00,3.293,2.533,1371.1,1137.5,0,0,0,0,0
2025-08-27T11:15:00.000+00:00,3.293,2.534,1371.1,1137.5,0,0,0,0,0
2025-08-27T11:20:00.000+00:00,3.293,2.534,1371.2,1137.5,0,0,0,0,0
2025-08-27T11:25:00.000+00:00,3.293,2.534,1371.2,1137.5,0,0,0,0,0
2025-08-27T11:30:00.000+00:00,3.293,2.534,1371.1,1137.5,0,0,0,0,0
2025-08-27T11:35:00.000+00:00,3.293,2.534,1371.1,1137.5,0,0,0,0,0
2025-08-27T11:40:00.000+00:00,3.293,2.535,1371.1,1137.5,0,0,0,0,0
2025-08-27T11:45:00.000+00:00,3.293,2.535,1371.1,1137.6,0,0,0,0,0
2025-08-27T11:50:00.000+00:00,3.293,2.535,1371.1,1137.6,0,0,0,0,0
2025-08-27T11:55:00.000+00:00,3.293,2.536,1371.1,1137.6,0,0,0,0,0
2025-08-27T12:00:00.000+00:00,3.293,2.536,1371.1,1137.6,0,0,0,0,0
2025-08-27T12:05:00.000+00:00,3.293,2.536,1371.1,1137.7,0,0,0,0,0
2025-08-27T12:10:00.000+00:00,3.293,2.536,1371.1,1137.8,0,0,0,0,0
2025-08-27T12:15:00.000+00:00,3.293,2.537,1371.1,1137.8,0,0,0,0,0
2025-08-27T12:20:00.000+00:00,3.293,2.537,1371.1,1137.8,0,0,0,0,0
2025-08-27T12:25:00.000+00:00,3.293,2.537,1371.1,1137.8,0,0,0,0,0
2025-08-27T12:30:00.000+00:00,3.293,2.537,1371.1,1137.8,0,0,0,0,0
2025-08-27T12:35:00.000+00:00,3.293,2.537,1371.1,1137.9,0,0,0,0,0
2025-08-27T12:40:00.000+00:00,3.293,2.537,1371.1,1137.9,0,0,0,0,0
2025-08-27T12:45:00.000+00:00,3.293,2.538,1371.1,1137.9,0,0,0,0,0
2025-08-27T12:50:00.000+00:00,3.293,2.538,1371.1,1138,0,0,0,0,0
2025-08-27T12:55:00.000+00:00,3.293,2.538,1371.1,1138,0,0,0,0,0
2025-08-27T13:00:00.000+00:00,3.293,2.539,1371.1,1138,0,0,0,0,0
2025-08-27T13:05:00.000+00:00,3.293,2.539,1371.1,1138,0,0,0,0,0
2025-08-27T13:10:00.000+00:00,3.293,2.539,1371.1,1138.1,0,0,0,0,0
2025-08-27T13:15:00.000+00:00,3.293,2.539,1371.1,1138.1,0,0,0,0,0
2025-08-27T13:20:00.000+00:00,3.293,2.539,1371.1,1138.2,0,0,0,0,0
2025-08-27T13:25:00.000+00:00,3.293,2.539,1371.1,1138.2,0,0,0,0,0
2025-08-27T13:30:00.000+00:00,3.293,2.539,1371.1,1138.2,0,0,0,0,0
2025-08-27T13:35:00.000+00:00,3.293,2.54,1371.1,1138.2,0,0,0,0,0
2025-08-27T13:40:00.000+00:00,3.293,2.54,1371.1,1138.2,0,0,0,0,0
2025-08-27T13:45:00.000+00:00,3.293,2.541,1371.1,1138.2,0,0,0,0,0
2025-08-27T13:50:00.000+00:00,3.293,2.541,1371.1,1138.2,0,0,0,0,0
2025-08-27T13:55:00.000+00:00,3.293,2.541,1371.1,1138.3,0,0,0,0,0
2025-08-27T14:00:00.000+00:00,3.293,2.541,1371.1,1138.4,0,0,0,0,0
2025-08-27T14:05:00.000+00:00,3.293,2.541,1371.1,1138.4,0,0,0,0,0
2025-08-27T14:10:00.000+00:00,3.293,2.541,1371.1,1138.4,0,0,0,0,0
2025-08-27T14:15:00.000+00:00,3.293,2.541,1371.1,1138.5,0,1.2,0,0,0
2025-08-27T14:20:00.000+00:00,3.293,2.454,1371.1,1138.5,0,0,0,0,0
2025-08-27T14:25:00.000+00:00,3.293,64.536,1371.1,6553.5,0,0,0,0,0
2025-08-27T14:30:00.000+00:00,3.293,2.458,1372.1,1138.5,0,0,0,0,0
