Date UTC,bms-Jaguar 1  Unit 21B8  bms_1-MaxCellV (max),bms-Jaguar 1  Unit 21B8  bms_2-MaxCellV (max),bms-Jaguar 1  Unit 21B8  bms_2-SysCurrent (max),pcs-Jaguar 1  Unit 21B8  pcs_1-DCkW (max),pcs-Jaguar 1  Unit 21B8  pcs_1-kW (max),unit-Jaguar 1  Unit 21B8-Pset (max),unit-Jaguar 1  Unit 21B8-BMS_MinP_Bus1 (max),unit-Jaguar 1  Unit 21B8-BMS_MinP_Bus2 (max),unit-Jaguar 1  Unit 21B8-AllowedMinP (max),bms-Jaguar 1  Unit 21B8  bms_2-ChaCurrLimit (max),pcs_module-Jaguar 1  Unit 21B8  pcs_1_module_1-P (max),pcs_module-Jaguar 1  Unit 21B8  pcs_1_module_2-P (max),pcs_module-Jaguar 1  Unit 21B8  pcs_1_module_3-P (max),pcs_module-Jaguar 1  Unit 21B8  pcs_1_module_4-P (max)
2025-08-24T00:01:00.000+00:00,3.344,3.579,,-18,-35,,,,-2370.0678,,,-15.6,-4.4,-4.2
2025-08-24T00:02:00.000+00:00,3.344,3.579,,-14,-34,,,,-2376.8006,,0,-15.2,-4.2,-4.2
2025-08-24T00:03:00.000+00:00,3.344,3.579,,-16,-35,,-2090,,-2377.2214,2090,0,-15.7,-3.8,-3.5
2025-08-24T00:04:00.000+00:00,3.344,3.579,,-14,-35,0,-2090,-1332.375,-2376.3798,2090,0,-15.9,-3.9,-4.1
2025-08-24T00:05:00.000+00:00,3.344,3.579,,-15,-34,0,-2090,-1332.375,-2377.8526,2090,0,-15.6,-3.8,-4.3
2025-08-24T00:06:00.000+00:00,3.344,3.579,0,-17,-35,0,-2090,-1332.375,-2378.9046,2090,0,-15.7,-3.7,-4
2025-08-24T00:07:00.000+00:00,3.344,3.58,0,-14,-34,0,-2090,-1306.25,-2354.2524,2090,0,-15.7,-4.1,-3.8
2025-08-24T00:08:00.000+00:00,3.344,3.578,0,-16,-34,0,-2090,-1306.25,-2349.2028,2090,0,-15.7,-4.4,-4
2025-08-24T00:09:00.000+00:00,3.344,3.579,0,-16,-34,0,-2090,-1306.25,-2347.0988,2090,0,-15.6,-3.8,-3.5
2025-08-24T00:10:00.000+00:00,3.344,3.579,0,-14,-34,0,-2090,-1306.25,-2346.0468,2090,0,-15.4,-4.2,-3.7
2025-08-24T00:11:00.000+00:00,3.344,3.579,0.5,-15,-34,0,-2090,-1306.25,-2348.1508,2090,0,-15.9,-3.8,-4.1
2025-08-24T00:12:00.000+00:00,3.344,3.579,0.5,-15,-34,0,-2090,-1358.5,-2349.6236,2090,0,-15.8,-3.7,-4.2
2025-08-24T00:13:00.000+00:00,3.344,3.578,0.5,-14,-34,0,-2090,-1358.5,-2401.4528,2090,0,-16,-4.6,-3.9
2025-08-24T00:14:00.000+00:00,3.344,3.578,0.5,-14,-35,0,-2090,-1358.5,-2399.98,2090,0,-15.5,-3.9,-4.2
2025-08-24T00:15:00.000+00:00,3.344,3.578,0.7,-14,-35,0,-2090,-1358.5,-2403.136,2090,0,-15.8,-4,-4.1
2025-08-24T00:16:00.000+00:00,3.344,3.578,0.7,-16,-34,0,-2090,-1358.5,-2400.1904,2090,0,-16.1,-3.8,-4.6
2025-08-24T00:17:00.000+00:00,3.344,3.578,0.7,-14,-35,0,-2090,-1358.5,-2399.98,2090,0,-15.4,-4.3,-4.1
2025-08-24T00:18:00.000+00:00,3.344,3.578,0.7,-12,-35,0,-2090,-1358.5,-2399.7696,2090,0,-15.7,-4.5,-4.2
2025-08-24T00:19:00.000+00:00,3.344,3.578,0.7,-10,-35,0,-2090,-1358.5,-2399.1384,2090,0,-15.7,-3.9,-4
2025-08-24T00:20:00.000+00:00,3.344,3.579,0.5,-18,-35,0,-2090,-1332.375,-2382.0606,2090,0,-15.2,-3.8,-4.4
2025-08-24T00:21:00.000+00:00,3.344,3.579,0.5,-17,-34,0,-2090,-1332.375,-2378.063,2090,0,-16,-3.9,-4.5
2025-08-24T00:22:00.000+00:00,3.344,3.579,0.5,-17,-35,0,-2090,-1332.375,-2377.6422,2090,0,-15.1,-4.4,-3.5
2025-08-24T00:23:00.000+00:00,3.344,3.579,0.5,-16,-35,0,-2090,-1332.375,-2376.5902,2090,0,-16.1,-4.7,-4.7
2025-08-24T00:24:00.000+00:00,3.344,3.579,0.5,-16,-35,0,-2090,-1332.375,-2378.9046,2090,0,-15.9,-3.5,-4
2025-08-24T00:25:00.000+00:00,3.344,3.579,0,-14,-35,0,-2090,-1332.375,-2376.1694,2090,0,-15.7,-4.3,-4.1
2025-08-24T00:26:00.000+00:00,3.344,3.579,0,-12,-35,0,-2090,-1332.375,-2371.9614,2090,0,-14.8,-4.3,-4
2025-08-24T00:27:00.000+00:00,3.344,3.579,0.5,-6,-35,0,-2090,-1332.375,-2371.751,2090,0,-15.3,-4,-3.9
2025-08-24T00:28:00.000+00:00,3.344,3.579,0.5,-12,-34,0,-2090,-1332.375,-2374.2758,2090,0,-15.8,-4.4,-4.4
2025-08-24T00:29:00.000+00:00,3.344,3.579,0.5,-16,-34,0,-2090,-1332.375,-2374.2758,2090,0,-15.8,-4.4,-4.2
2025-08-24T00:30:00.000+00:00,3.345,3.579,1,-16,-35,0,-2090,-1332.375,-2372.803,2090,0,-15.5,-4,-3.7
2025-08-24T00:31:00.000+00:00,3.345,3.578,1,-16,-35,0,-2090,-1332.375,-2375.959,2090,0,-15.5,-4.2,-4.1
2025-08-24T00:32:00.000+00:00,3.345,3.578,1,-15,-35,0,-2090,-1332.375,-2377.011,2090,0,-15.6,-4.2,-3.9
2025-08-24T00:33:00.000+00:00,3.344,3.578,2.1,-14,-34,0,-2090,-1332.375,-2371.3302,2090,0,-15.6,-4.1,-4.2
2025-08-24T00:34:00.000+00:00,3.344,3.578,0.5,-16,-34,0,-2090,-1332.375,-2374.907,2090,0,-15.8,-4.3,-4.2
2025-08-24T00:35:00.000+00:00,3.344,3.578,0,-14,-34,0,-2090,-1384.625,-2374.907,2090,0,-15.1,-4.4,-4.3
2025-08-24T00:36:00.000+00:00,3.344,3.578,0,-14,-36,0,-2090,-1358.5,-2406.292,2090,0,-15.4,-4.5,-4.4
2025-08-24T00:37:00.000+00:00,3.344,3.578,1,-14,-35,0,-2090,-1358.5,-2398.928,2090,0,-15.5,-4.1,-4
2025-08-24T00:38:00.000+00:00,3.344,3.577,1,-16,-35,0,-2090,-1358.5,-2401.2424,2090,0,-15.7,-4,-3.5
2025-08-24T00:39:00.000+00:00,3.344,3.578,0,-14,-35,0,-2090,-1358.5,-2401.6632,2090,0,-15.2,-4.1,-4.1
2025-08-24T00:40:00.000+00:00,3.344,3.578,0,-14,-35,0,-2090,-1358.5,-2401.8736,2090,0,-15.5,-4,-4.1
2025-08-24T00:41:00.000+00:00,3.344,3.577,0,-14,-35,0,-2090,-1358.5,-2398.5072,2090,0,-15,-4.2,-3.6
2025-08-24T00:42:00.000+00:00,3.344,3.577,1,-14,-34,0,-2090,-1358.5,-2399.7696,2090,0,-15.4,-4.4,-3.8
2025-08-24T00:43:00.000+00:00,3.344,3.577,0,-14,-35,0,-2090,-1358.5,-2400.1904,2090,0,-15.1,-3.6,-4.5
2025-08-24T00:44:00.000+00:00,3.343,3.577,1.2,-12,-35,0,-2090,-1410.75,-2399.3488,2090,0,-14.9,-3.9,-4.2
2025-08-24T00:45:00.000+00:00,3.344,3.576,0.5,-12,-35,0,-2090,-1410.75,-2450.7572,2090,0,-15,-4,-4.3
2025-08-24T00:46:00.000+00:00,3.344,3.575,2.7,-10,-34,0,-2090,-1410.75,-2446.97,2090,0,-14.9,-4.3,-4.4
2025-08-24T00:47:00.000+00:00,3.344,3.575,3.3,-10,-35,0,-2090,-1410.75,-2442.5516,2090,0,-14.7,-4.3,-4.5
2025-08-24T00:48:00.000+00:00,3.344,3.575,3.3,-10,-35,0,-2090,-1410.75,-2452.0196,2090,0,-14.7,-4.3,-3.6
2025-08-24T00:49:00.000+00:00,3.344,3.575,0.5,-14,-35,0,-2090,-1410.75,-2450.7572,2090,0,-14.9,-4.6,-4.3
2025-08-24T00:50:00.000+00:00,3.344,3.575,0.5,-14,-35,0,-2090,-1436.875,-2452.0196,2090,0,-14.9,-4.5,-4.5
2025-08-24T00:51:00.000+00:00,3.344,3.576,0.5,-16,-34,0,-2090,-1410.75,-2460.8564,2090,0,-14.6,-4.4,-4.8
2025-08-24T00:52:00.000+00:00,3.344,3.577,0.5,-16,-35,0,-2090,-1384.625,-2434.7314,2090,0,-15.1,-4.3,-4.4
2025-08-24T00:53:00.000+00:00,3.344,3.578,0.5,-16,-35,0,-2090,-1358.5,-2408.8168,2090,0,-15.3,-4.2,-4
2025-08-24T00:54:00.000+00:00,3.344,3.579,0,-16,-35,0,-2090,-1332.375,-2382.6918,2090,0,-15.4,-3.5,-4.3
2025-08-24T00:55:00.000+00:00,3.344,3.579,0,-17,-35,0,-2090,-1332.375,-2382.6918,2090,0,-15.9,-4.2,-4.3
2025-08-24T00:56:00.000+00:00,3.344,3.579,0,-16,-35,0,-2090,-1332.375,-2382.6918,2090,0,-15.3,-3.7,-4.6
2025-08-24T00:57:00.000+00:00,3.345,3.579,0,-19,-35,0,-2090,-1332.375,-2382.4814,2090,0,-15.6,-4.3,-4.3
2025-08-24T00:58:00.000+00:00,3.345,3.58,0,-17,-34,0,-2090,-1306.25,-2355.9356,2090,0,-15.6,-4.1,-3.8
2025-08-24T00:59:00.000+00:00,3.345,3.58,0,-16,-34,0,-2090,-1306.25,-2356.3564,2090,0,-15.8,-4,-3.7
2025-08-24T01:00:00.000+00:00,3.345,3.58,0,-16,-35,0,-2090,-1306.25,-2356.7772,2090,0,-15.7,-3.9,-3.7
2025-08-24T01:01:00.000+00:00,3.345,3.58,0,-16,-35,0,-2090,-1306.25,-2356.3564,2090,0,-15.7,-4.2,-4
2025-08-24T01:02:00.000+00:00,3.345,3.58,0,-19,-34,0,-2090,-1306.25,-2356.5668,2090,0,-16,-4,-4.1
2025-08-24T01:03:00.000+00:00,3.345,3.58,0,-16,-35,0,-2090,-1306.25,-2356.5668,2090,0,-15.5,-3.6,-3.7
2025-08-24T01:04:00.000+00:00,3.344,3.58,193.5,357,337,0,-2090,-1306.25,-2357.198,2090,0,90.4,132.3,131.7
2025-08-24T01:05:00.000+00:00,3.339,3.488,376.8,743,708,0,-2090,-1306.25,-2357.8292,2090,0,216.5,257.4,256.6
2025-08-24T01:06:00.000+00:00,3.331,3.422,536.1,1109,1082,0,-2090,-1306.25,-2359.7228,2090,0,364.1,365,364.3
2025-08-24T01:07:00.000+00:00,3.322,3.382,690.3,1490,1455,0,-2090,-1306.25,-2359.302,2090,0,532.4,466.3,465.8
2025-08-24T01:08:00.000+00:00,3.311,3.348,844.2,1873,1826,0,-2090,-1306.25,-2359.302,2090,0,706.1,560.8,563.1
2025-08-24T01:09:00.000+00:00,3.3,3.315,999.2,2251,2201,0,-2090,-2090,-2366.2452,2090,0,879.5,664.6,665.8
2025-08-24T01:10:00.000+00:00,3.29,3.29,1178.7,2613,2544,0,-2090,-2090,-2731.4128,2090,0,1007.7,772.7,773.7
2025-08-24T01:11:00.000+00:00,3.282,3.265,1281.3,2815,2746,0,-2090,-2090,-2743.616,2090,0,1059.4,844.3,843.3
2025-08-24T01:12:00.000+00:00,3.28,3.257,1283,2816,2757,0,-2090,-2090,-2728.4672,2090,0,1059.4,842.9,842.7
2025-08-24T01:13:00.000+00:00,3.28,3.258,1280.1,2807,2743,0,-2090,-2090,-2729.3088,2090,0,1053.5,840.9,840.7
2025-08-24T01:14:00.000+00:00,3.28,3.257,1281,2810,2735,0,-2090,-2090,-2730.992,2090,0,1053.2,840.1,839.5
2025-08-24T01:15:00.000+00:00,3.28,3.258,1279.5,2810,2742,0,-2090,-2090,-2729.3088,2090,0,1052.2,840.2,840.6
2025-08-24T01:16:00.000+00:00,3.28,3.258,1278.8,2808,2740,0,-2090,-2090,-2730.1504,2090,0,1052.8,839.4,840.3
2025-08-24T01:17:00.000+00:00,3.28,3.258,1280.3,2814,2739,0,-2090,-2090,-2730.1504,2090,0,1052.1,840.1,840.3
2025-08-24T01:18:00.000+00:00,3.28,3.259,1279.2,2811,2739,0,-2090,-2090,-2732.2544,2090,0,1052.2,841.4,840.2
2025-08-24T01:19:00.000+00:00,3.28,3.259,1280.1,2810,2739,0,-2090,-2090,-2730.1504,2090,0,1052.4,839.9,839.2
2025-08-24T01:20:00.000+00:00,3.28,3.258,1278.4,2809,2738,0,-2090,-2090,-2717.5264,2090,0,1051.9,840.7,839.4
2025-08-24T01:21:00.000+00:00,3.281,3.259,1280.6,2805,2742,0,-2090,-2090,-2712.8976,2090,0,1051.5,839.8,839.7
2025-08-24T01:22:00.000+00:00,3.281,3.259,1278.9,2811,2737,0,-2090,-2090,-2730.1504,2090,0,1053.2,840.3,840.4
2025-08-24T01:23:00.000+00:00,3.281,3.259,1281.7,2817,2742,0,-2090,-2090,-2731.4128,2090,0,1052.7,840.7,840.6
2025-08-24T01:24:00.000+00:00,3.28,3.258,1280.7,2816,2740,0,-2090,-2090,-2734.7792,2090,0,1055.5,840.3,840
2025-08-24T01:25:00.000+00:00,3.281,3.258,1280.5,2814,2738,0,-2090,-2090,-2733.096,2090,0,1053.5,841.2,841.1
2025-08-24T01:26:00.000+00:00,3.28,3.258,1279.7,2811,2755,0,-2090,-2090,-2720.472,2090,0,1053.4,840.3,840.4
2025-08-24T01:27:00.000+00:00,3.281,3.258,1278.1,2810,2736,0,-2090,-2090,-2732.6752,2090,0,1052.3,839.6,839.5
2025-08-24T01:28:00.000+00:00,3.28,3.258,1279.7,2811,2735,0,-2090,-2090,-2730.992,2090,0,1054.6,842.1,841.4
2025-08-24T01:29:00.000+00:00,3.28,3.257,1279.6,2814,2739,0,-2090,-2090,-2732.2544,2090,0,1053.1,840.5,840.5
2025-08-24T01:30:00.000+00:00,3.28,3.258,1280.4,2814,2741,0,-2090,-2090,-2730.5712,2090,0,1053,840.8,841
2025-08-24T01:31:00.000+00:00,3.28,3.257,1278.1,2810,2736,0,-2090,-2090,-2730.1504,2090,0,1052.9,839.9,840.9
2025-08-24T01:32:00.000+00:00,3.28,3.257,1280,2814,2736,0,-2090,-2090,-2733.9376,2090,0,1052.8,840.7,840.2
2025-08-24T01:33:00.000+00:00,3.28,3.257,1280.1,2812,2740,0,-2090,-2090,-2733.096,2090,0,1053,841.7,840.5
2025-08-24T01:34:00.000+00:00,3.279,3.257,1279.9,2813,2735,0,-2090,-2090,-2732.6752,2090,0,1053,840.7,840.4
2025-08-24T01:35:00.000+00:00,3.279,3.256,1281.2,2818,2742,0,-2090,-2090,-2734.3584,2090,0,1054.9,840.9,841.1
2025-08-24T01:36:00.000+00:00,3.279,3.255,1281,2815,2739,0,-2090,-2090,-2736.0416,2090,0,1053.9,841.6,841.3
2025-08-24T01:37:00.000+00:00,3.279,3.255,1282.5,2816,2735,0,-2090,-2090,-2733.096,2090,0,1053.9,840.5,840.8
2025-08-24T01:38:00.000+00:00,3.278,3.255,1281.3,2817,2743,0,-2090,-2090,-2735.2,2090,0,1053.7,841.3,841.6
2025-08-24T01:39:00.000+00:00,3.278,3.254,1282.4,2819,2737,0,-2090,-2090,-2736.0416,2090,0,1053.8,841,840.5
2025-08-24T01:40:00.000+00:00,3.278,3.254,1281.7,2816,2740,0,-2090,-2090,-2734.7792,2090,0,1053.6,841.1,842
2025-08-24T01:41:00.000+00:00,3.277,3.253,1281.5,2814,2739,0,-2090,-2090,-2735.6208,2090,0,1053.7,841.1,840.4
2025-08-24T01:42:00.000+00:00,3.277,3.253,1282.8,2816,2737,0,-2090,-2090,-2735.2,2090,0,1053.5,840.8,841.8
2025-08-24T01:43:00.000+00:00,3.276,3.253,1282.3,2816,2739,0,-2090,-2090,-2735.6208,2090,0,1053.3,841.2,840.5
2025-08-24T01:44:00.000+00:00,3.275,3.252,1282.5,2815,2733,0,-2090,-2090,-2733.9376,2090,0,1053.1,840,841
2025-08-24T01:45:00.000+00:00,3.274,3.252,1283.3,2816,2742,0,-2090,-2090,-2732.6752,2090,0,1053.3,840.5,840.5
2025-08-24T01:46:00.000+00:00,3.274,3.251,1282.8,2816,2737,0,-2090,-2090,-2733.096,2090,0,1053.4,840.8,840.4
2025-08-24T01:47:00.000+00:00,3.273,3.25,1282.8,2816,2741,0,-2090,-2090,-2735.6208,2090,0,1053.3,840.5,841.8
2025-08-24T01:48:00.000+00:00,3.272,3.249,1283.8,2818,2740,0,-2090,-2090,-2736.0416,2090,0,1054.8,841.3,841.2
2025-08-24T01:49:00.000+00:00,3.271,3.249,1284.1,2818,2738,0,-2090,-2090,-2733.9376,2090,0,1054,840.8,841.5
2025-08-24T01:50:00.000+00:00,3.27,3.248,1283.7,2819,2734,0,-2090,-2090,-2736.4624,2090,0,1053.2,840.9,842
2025-08-24T01:51:00.000+00:00,3.269,3.247,1284.9,2818,2737,0,-2090,-2090,-2734.3584,2090,0,1053.1,841.3,840.8
2025-08-24T01:52:00.000+00:00,3.268,3.246,1284.4,2815,2738,0,-2090,-2090,-2733.5168,2090,0,1054.2,841.1,841.1
2025-08-24T01:53:00.000+00:00,3.267,3.246,1285.5,2818,2740,0,-2090,-2090,-2736.0416,2090,0,1054.4,841.8,840.9
2025-08-24T01:54:00.000+00:00,3.265,3.245,1286.6,2819,2740,0,-2090,-2090,-2735.2,2090,0,1054.6,841.4,841.7
2025-08-24T01:55:00.000+00:00,3.264,3.244,1287,2818,2738,0,-2090,-2090,-2736.4624,2090,0,1054,840.8,841.7
2025-08-24T01:56:00.000+00:00,3.263,3.242,1286.6,2817,2738,0,-2090,-2090,-2736.0416,2090,0,1053.8,841,839.7
2025-08-24T01:57:00.000+00:00,3.261,3.243,1286,2818,2739,0,-2090,-2090,-2736.0416,2090,0,1054.7,840.8,840.3
2025-08-24T01:58:00.000+00:00,3.26,3.242,1286.2,2818,2744,0,-2090,-2090,-2735.6208,2090,0,1053.5,840.3,841.8
2025-08-24T01:59:00.000+00:00,3.258,3.241,1287,2820,2746,0,-2090,-2090,-2736.4624,2090,0,1054.1,841.5,840.6
2025-08-24T02:00:00.000+00:00,3.257,3.24,1286.9,2816,2736,0,-2090,-2090,-2734.7792,2090,0,1055.6,841.7,841.9
2025-08-24T02:01:00.000+00:00,3.256,3.24,1287.7,2819,2737,0,-2090,-2090,-2733.9376,2090,0,1055.4,843,841.4
2025-08-24T02:02:00.000+00:00,3.254,3.239,1287.6,2818,2741,0,-2090,-2090,-2732.6752,2090,0,1054.6,840.5,841.3
2025-08-24T02:03:00.000+00:00,3.254,3.238,1288,2816,2742,0,-2090,-2090,-2734.3584,2090,0,1054.2,841.1,841.1
2025-08-24T02:04:00.000+00:00,3.252,3.238,1288.4,2819,2741,0,-2090,-2090,-2734.3584,2090,0,1055,842.4,841.2
2025-08-24T02:05:00.000+00:00,3.252,3.237,1288.8,2819,2740,0,-2090,-2090,-2735.6208,2090,0,1054.9,842.4,843.3
2025-08-24T02:06:00.000+00:00,3.25,3.236,1290.6,2820,2738,0,-2090,-2090,-2730.1504,2090,0,1056,842.2,842.4
2025-08-24T02:07:00.000+00:00,3.249,3.236,1290.1,2821,2738,0,-2090,-2090,-2735.6208,2090,0,1054.9,842.2,841.8
2025-08-24T02:08:00.000+00:00,3.249,3.235,1290.1,2816,2738,0,-2090,-2090,-2736.0416,2090,0,1054.8,842.1,841.4
2025-08-24T02:09:00.000+00:00,3.249,3.235,1290.3,2818,2737,0,-2090,-2090,-2736.0416,2090,0,1054.8,843.4,842.4
2025-08-24T02:10:00.000+00:00,3.248,3.234,1291.2,2819,2741,0,-2090,-2090,-2732.6752,2090,0,1055.7,842.5,842.2
2025-08-24T02:11:00.000+00:00,3.247,3.234,1291.7,2817,2745,0,-2090,-2090,-2733.5168,2090,0,1054.9,841.4,842.2
2025-08-24T02:12:00.000+00:00,3.247,3.233,1291.1,2816,2739,0,-2090,-2090,-2735.2,2090,0,1055.6,842.7,842.5
2025-08-24T02:13:00.000+00:00,3.247,3.232,1291.3,2820,2738,0,-2090,-2090,-2735.6208,2090,0,1054.2,841.5,841.2
2025-08-24T02:14:00.000+00:00,3.246,3.231,1292.1,2820,2738,0,-2090,-2090,-2736.4624,2090,0,1055.6,842.6,842.4
2025-08-24T02:15:00.000+00:00,3.246,3.231,1291.7,2817,2742,0,-2090,-2090,-2736.0416,2090,0,1055.7,841.8,841.7
2025-08-24T02:16:00.000+00:00,3.246,3.23,1292.4,2816,2740,0,-2090,-2090,-2733.9376,2090,0,1054.4,841.2,841
2025-08-24T02:17:00.000+00:00,3.245,3.23,1292.9,2819,2738,0,-2090,-2090,-2736.0416,2090,0,1055.1,841,841.4
2025-08-24T02:18:00.000+00:00,3.244,3.229,1292.1,2817,2747,0,-2090,-2090,-2736.0416,2090,0,1054.8,841.2,841.4
2025-08-24T02:19:00.000+00:00,3.244,3.229,1291.7,2818,2741,0,-2090,-2090,-2732.2544,2090,0,1054.1,841.2,841.1
2025-08-24T02:20:00.000+00:00,3.244,3.228,1293.1,2815,2742,0,-2090,-2090,-2734.7792,2090,0,1054.2,840.3,841
2025-08-24T02:21:00.000+00:00,3.243,3.228,1293.1,2821,2742,0,-2090,-2090,-2735.6208,2090,0,1054.6,840.4,841
2025-08-24T02:22:00.000+00:00,3.243,3.227,1292.7,2817,2745,0,-2090,-2090,-2733.9376,2090,0,1053.7,841.2,841.3
2025-08-24T02:23:00.000+00:00,3.243,3.226,1291.9,2816,2735,0,-2090,-2090,-2735.2,2090,0,1054.2,840.9,841.1
2025-08-24T02:24:00.000+00:00,3.243,3.225,1293.2,2818,2749,0,-2090,-2090,-2732.6752,2090,0,1054.4,841.9,841.1
2025-08-24T02:25:00.000+00:00,3.242,3.225,1292.4,2815,2736,0,-2090,-2090,-2735.2,2090,0,1053.7,840.2,840.6
2025-08-24T02:26:00.000+00:00,3.242,3.224,1292.8,2816,2736,0,-2090,-2090,-2734.3584,2090,0,1053.3,840.6,840.7
2025-08-24T02:27:00.000+00:00,3.241,3.224,1293.3,2818,2737,0,-2090,-2090,-2735.2,2090,0,1052.9,840.1,841.5
2025-08-24T02:28:00.000+00:00,3.241,3.223,1294.1,2815,2743,0,-2090,-2090,-2735.6208,2090,0,1054,841.3,843.5
2025-08-24T02:29:00.000+00:00,3.241,3.222,1293.9,2816,2737,0,-2090,-2090,-2736.4624,2090,0,1054.6,842.8,841.4
2025-08-24T02:30:00.000+00:00,3.24,3.222,1294.7,2817,2736,0,-2090,-2090,-2736.0416,2090,0,1054.1,841.9,841.1
2025-08-24T02:31:00.000+00:00,3.24,3.221,1295.2,2820,2736,0,-2090,-2090,-2736.4624,2090,0,1055.5,841.2,841.2
2025-08-24T02:32:00.000+00:00,3.24,3.22,1295.4,2816,2735,0,-2090,-2090,-2735.2,2090,0,1054.5,841.8,841.8
2025-08-24T02:33:00.000+00:00,3.239,3.22,1296,2814,2740,0,-2090,-2090,-2735.6208,2090,0,1054.2,840.7,841.2
2025-08-24T02:34:00.000+00:00,3.239,3.219,1296.8,2818,2737,0,-2090,-2090,-2735.6208,2090,0,1055.3,842,842
2025-08-24T02:35:00.000+00:00,3.239,3.218,1297,2815,2737,0,-2090,-2090,-2735.6208,2090,0,1054.6,841.8,842.2
2025-08-24T02:36:00.000+00:00,3.238,3.217,1296.5,2817,2741,0,-2090,-2090,-2736.4624,2090,0,1054.5,842.4,842.3
2025-08-24T02:37:00.000+00:00,3.238,3.216,1296.6,2818,2737,0,-2090,-2090,-2736.8832,2090,0,1054.6,841.3,841.6
2025-08-24T02:38:00.000+00:00,3.238,3.215,1297.3,2818,2739,0,-2090,-2090,-2736.8832,2090,0,1054.8,842.5,842.5
2025-08-24T02:39:00.000+00:00,3.237,3.213,1298.4,2818,2739,0,-2090,-2090,-2736.4624,2090,0,1054.2,842.4,842.2
2025-08-24T02:40:00.000+00:00,3.237,3.214,1298.9,2821,2739,0,-2090,-2090,-2736.4624,2090,0,1054.2,840.7,841.8
2025-08-24T02:41:00.000+00:00,3.236,3.214,1298.8,2819,2738,0,-2090,-2090,-2731.8336,2090,0,1053.3,841.7,840.5
2025-08-24T02:42:00.000+00:00,3.236,3.212,1300.2,2818,2739,0,-2090,-2090,-2736.4624,2090,0,1054.5,840.7,841.4
2025-08-24T02:43:00.000+00:00,3.236,3.211,1300,2819,2738,0,-2090,-2090,-2735.6208,2090,0,1053.8,841.3,841.6
2025-08-24T02:44:00.000+00:00,3.235,3.21,1299.7,2819,2737,0,-2090,-2090,-2734.7792,2090,0,1054.7,840.5,841
2025-08-24T02:45:00.000+00:00,3.235,3.208,1299.8,2817,2738,0,-2090,-2090,-2730.5712,2090,0,1053.7,842,841.5
2025-08-24T02:46:00.000+00:00,3.234,3.208,1300.5,2816,2740,0,-2090,-2090,-2733.9376,2090,0,1053.6,841,841.2
2025-08-24T02:47:00.000+00:00,3.232,3.207,1301.9,2817,2737,0,-2090,-2090,-2733.5168,2090,0,1055.2,840.6,840.9
2025-08-24T02:48:00.000+00:00,3.233,3.205,1302.1,2817,2737,0,-2090,-2090,-2734.7792,2090,0,1053.9,841.5,840.9
2025-08-24T02:49:00.000+00:00,3.232,3.204,1302.1,2821,2746,0,-2090,-2090,-2734.3584,2090,0,1053.9,840.9,840.3
2025-08-24T02:50:00.000+00:00,3.232,3.203,1302.2,2816,2741,0,-2090,-2090,-2733.5168,2090,0,1053.9,840.6,840.5
2025-08-24T02:51:00.000+00:00,3.231,3.202,1302.3,2813,2742,0,-2090,-2090,-2734.3584,2090,0,1054.1,841.7,841
2025-08-24T02:52:00.000+00:00,3.231,3.2,1303.7,2819,2747,0,-2090,-2090,-2733.5168,2090,0,1053.9,841,841.5
2025-08-24T02:53:00.000+00:00,3.23,3.199,1303.8,2820,2740,0,-2090,-2090,-2734.7792,2090,0,1054.9,841.1,840.8
2025-08-24T02:54:00.000+00:00,3.23,3.198,1304.4,2813,2744,0,-2090,-2090,-2731.4128,2090,0,1053.7,841.2,841.8
2025-08-24T02:55:00.000+00:00,3.229,3.196,1304.9,2815,2736,0,-2090,-2090,-2735.2,2090,0,1053.4,841.7,841.1
2025-08-24T02:56:00.000+00:00,3.229,3.195,1305.2,2814,2743,0,-2090,-2090,-2731.8336,2090,0,1054.2,841.6,841.2
2025-08-24T02:57:00.000+00:00,3.228,3.193,1305.8,2813,2744,0,-2090,-2090,-2733.5168,2090,0,1055.4,842.8,841.8
2025-08-24T02:58:00.000+00:00,3.228,3.192,1306.2,2813,2745,0,-2090,-2090,-2734.7792,2090,0,1054.7,843.9,842.7
2025-08-24T02:59:00.000+00:00,3.227,3.19,1307.6,2816,2738,0,-2090,-2090,-2734.7792,2090,0,1053.7,841.9,841.8
2025-08-24T03:00:00.000+00:00,3.226,3.189,1307.8,2812,2740,0,-2090,-2090,-2736.0416,2090,0,1054.2,841.2,841
2025-08-24T03:01:00.000+00:00,3.226,3.187,1308.1,2812,2736,0,-2090,-2090,-2734.3584,2090,0,1053.4,841.7,841.2
2025-08-24T03:02:00.000+00:00,3.225,3.185,1308,2810,2740,0,-2090,-2090,-2733.9376,2090,0,1053.6,840.5,840.7
2025-08-24T03:03:00.000+00:00,3.223,3.183,1307.2,2808,2735,0,-2090,-2090,-2732.6752,2090,0,1053.5,840.2,839.3
2025-08-24T03:04:00.000+00:00,3.224,3.18,1307.5,2804,2737,0,-2090,-2090,-2732.6752,2090,0,1052.2,839.8,839.4
2025-08-24T03:05:00.000+00:00,3.223,3.178,1309.8,2808,2735,0,-2090,-2090,-2732.2544,2090,0,1052.8,840.6,840.1
2025-08-24T03:06:00.000+00:00,3.222,3.175,1310.8,2810,2739,0,-2090,-2090,-2731.4128,2090,0,1054.7,841.3,841.6
