Date UTC,site-Jaguar 1-Pset (mean),site-Jaguar 1-UnitsOnline (mean),site-Jaguar 1-BESSkW (mean),site-Jaguar 1-AllowedMaxP (mean),site-Jaguar 1-AllowedMinP (mean),site-Jaguar 1-PCS_P (mean),meter-Jaguar 1-kW (mean),meter-Jaguar 1-kVAR (mean),meter-Jaguar 1-Voltage (mean),meter-Jaguar 1-PF (mean),meter-Jaguar 1-Hz (mean),site-Jaguar 1-Qset (mean),site-Jaguar 1-PCS_Q (mean),site-Jaguar 1-AllowedMaxQ (mean),site-Jaguar 1-AllowedMinQ (mean),site-Jaguar 1-HS-CONTROL-P (mean),site-Jaguar 1-HS-CONTROL-Q (mean),site-Jaguar 1-RTAC_P (mean),site-Jaguar 1-RTAC_Q (mean)
2025-08-14T20:11:02.000+00:00,0,44,-1135,150000,-150000,0,2534.578125,-99.490112,354.408844,0.915991,59.971359,0,3.954328,150426.7424,-150426.7424,0,4.621995499999999,0,10
2025-08-14T20:11:03.000+00:00,0,44,-1163,150000,-150000,0,2539.457031,-98.908569,354.404277,0.916681,59.969704,0,16.806374,150432.2128,-150432.2128,0,14.722543785714285,0,10
2025-08-14T20:11:04.000+00:00,0,44,-1174,150000,-150000,0,2539.457031,-98.908569,354.404277,0.916681,59.969704,0,29.909153,150438.5248,-150438.5248,0,33.55508705882353,0,10
2025-08-14T20:11:05.000+00:00,0,44,-1177,150000,-150000,0,2545.355957,-98.908569,354.461324,0.916681,59.969704,0,41.686636,150450.3072,-150450.3072,0,43.14399906666666,0,10
2025-08-14T20:11:06.000+00:00,0,44,-1175,150000,-150000,0,2545.355957,-98.908569,354.449738,0.916681,59.969704,0,51.063182,150445.6784,-150445.6784,0,52.97940206666667,0,10
2025-08-14T20:11:07.000+00:00,0,44,-1174,150000,-150000,0,2545.355957,-109.49588,354.458822,0.916681,59.969704,0,57.921613,150430.1088,-150430.1088,0,58.58448058064514,0,10
2025-08-14T20:11:08.000+00:00,0,44,-1176,150000,-150000,0,2545.355957,-109.49588,354.441386,0.916681,59.969704,0,61.673723,150456.1984,-150456.1984,0,61.45146323333334,0,10
2025-08-14T20:11:09.000+00:00,0,44,-1179,150000,-150000,0,2545.355957,-109.49588,354.500956,0.916681,59.969704,0,63.375869,150467.56,-150467.56,0,63.53120233333333,0,10
2025-08-14T20:11:10.000+00:00,0,44,-1175,150000,-150000,0,2545.355957,-109.49588,354.500956,0.916681,59.969704,0,62.429166,150446.9408,-150446.9408,0,64.93889070967741,0,10
2025-08-14T20:11:11.000+00:00,0,44,-1176,150000,-150000,0,2557.921875,-125.121651,354.456462,0.916681,59.969704,0,64.565059,150428.4256,-150428.4256,0,65.90655223333333,0,10
2025-08-14T20:11:12.000+00:00,0,44,-1174,150000,-150000,0,2557.921875,-125.121651,354.430898,0.916681,59.969704,0,64.618393,150449.0448,-150449.0448,0,65.300228,0,10
2025-08-14T20:11:13.000+00:00,0,44,-1172,150000,-150000,0,2568.431152,-148.591415,354.430898,0.916681,59.969704,0,64.546102,150467.9808,-150467.9808,0,65.83672300000002,0,10
2025-08-14T20:11:14.000+00:00,0,44,-1172,150000,-150000,0,2568.431152,-148.591415,354.478394,0.916681,59.969704,0,66.46114,150456.1984,-150456.1984,0,65.10037422580645,0,10
2025-08-14T20:11:15.000+00:00,0,44,-1178,150000,-150000,0,2568.431152,-128.371231,354.475006,0.916681,59.969704,0,68.209902,150441.8912,-150441.8912,0,64.63122846666667,0,10
2025-08-14T20:11:16.000+00:00,0,44,-1177,150000,-150000,0,2568.431152,-152.243698,354.405355,0.916681,59.969704,0,63.76012,150430.1088,-150430.1088,0,63.94350623999999,0,10
2025-08-14T20:11:17.000+00:00,0,44,-1191,150000,-150000,0,2568.431152,-152.243698,354.405355,0.916681,59.969704,0,63.405788,150443.5744,-150443.5744,0,66.12638893548389,0,10
2025-08-14T20:11:18.000+00:00,0,44,-1191,150000,-150000,0,2568.431152,-152.243698,354.405355,0.916681,59.969704,0,63.405788,150443.5744,-150443.5744,0,66.49230093333333,0,10
2025-08-14T20:11:19.000+00:00,0,44,-1197,150000,-150000,0,2578.645508,-125.927803,354.5118,0.916681,59.969704,0,64.610794,150467.9808,-150467.9808,0,64.9072107,0,10
2025-08-14T20:11:20.000+00:00,0,44,-1198,150000,-150000,0,2578.645508,-156.810654,354.503337,0.916681,59.969704,0,63.997502,150475.976,-150475.976,0,64.41750016129033,0,10
2025-08-14T20:11:21.000+00:00,0,44,-1198,150000,-150000,0,2578.645508,-156.810654,354.503337,0.916681,59.969704,0,63.997502,150475.976,-150475.976,0,64.32523423333333,0,10
2025-08-14T20:11:22.000+00:00,0,44,-1205,150000,-150000,0,2578.645508,-131.085129,354.455485,0.916681,59.969704,0,65.472986,150434.3168,-150434.3168,0,65.25530713333333,0,10
2025-08-14T20:11:23.000+00:00,0,44,-1200,150000,-150000,0,2578.645508,-131.085129,354.432393,0.916681,59.969704,0,63.433347,150438.104,-150438.104,0,64.48529009677421,0,10
2025-08-14T20:11:24.000+00:00,0,44,-1201,150000,-150000,0,2589.383789,-119.081978,354.432393,0.916681,59.969704,0,64.927596,150467.1392,-150467.1392,0,66.45766643333333,0,10
2025-08-14T20:11:25.000+00:00,0,44,-1199,150000,-150000,0,2589.383789,-146.009293,354.47465,0.916681,59.969704,0,65.508947,150458.3024,-150458.3024,0,65.0321513,0,10
2025-08-14T20:11:26.000+00:00,0,44,-1198,150000,-150000,0,2589.383789,-132.260635,354.460215,0.916681,59.969704,0,65.206027,150452.4112,-150452.4112,0,64.80722525925927,0,10
2025-08-14T20:11:27.000+00:00,0,44,-1194,150000,-150000,0,2589.383789,-158.364319,354.446248,0.916681,59.969704,0,65.122942,150444.416,-150444.416,0,64.6093953548387,0,10
2025-08-14T20:11:28.000+00:00,0,44,-1185,150000,-150000,0,2589.383789,-131.936783,354.446248,0.916681,59.969704,0,65.964778,150444.416,-150444.416,0,64.78473516666668,0,10
2025-08-14T20:11:29.000+00:00,0,44,-1176,150000,-150000,0,2589.383789,-149.751312,354.422607,0.916681,59.969704,0,66.085764,150448.624,-150448.624,0,65.49255370833335,0,10
2025-08-14T20:11:30.000+00:00,0,44,-1178,150000,-150000,0,2589.383789,-123.217476,354.399465,0.916681,59.969704,0,68.780049,150421.6928,-150421.6928,0,66.02235535483871,0,10
2025-08-14T20:11:31.000+00:00,0,44,-1166,150000,-150000,0,2601.461914,-123.217476,354.427063,0.916681,59.969704,0,63.890083,150432.6336,-150432.6336,0,65.11079004166668,0,10
2025-08-14T20:11:32.000+00:00,0,44,-1168,150000,-150000,0,2601.461914,-153.343491,354.476969,0.916681,59.969704,0,63.721866,150441.8912,-150441.8912,0,68.64954866666667,0,10
2025-08-14T20:11:33.000+00:00,0,44,-1169,150000,-150000,0,2601.461914,-135.277969,354.461049,0.916681,59.969704,0,76.360551,150581.5968,-150581.5968,0,82.60758586666665,0,10
2025-08-14T20:11:34.000+00:00,0,44,-1177,150000,-150000,0,2601.461914,-150.203232,354.428945,0.916681,59.969704,0,94.729967,151054.9968,-151054.9968,0,98.79514522580642,0,10
2025-08-14T20:11:35.000+00:00,0,44,-1177,150000,-150000,0,2601.461914,-112.392548,354.425395,0.916681,59.969704,0,105.955897,151299.4816,-151299.4816,0,107.46453326666668,0,10
2025-08-14T20:11:36.000+00:00,0,44,-1178,150000,-150000,0,2601.461914,-112.392548,354.459666,0.916681,59.969704,0,110.976771,151297.3776,-151297.3776,0,113.67759516666666,0,10
2025-08-14T20:11:37.000+00:00,0,44,-1182,150000,-150000,0,2601.461914,-125.125336,354.459666,0.916681,59.969704,0,118.047179,151319.2592,-151319.2592,0,119.69899003225802,0,10
2025-08-14T20:11:38.000+00:00,0,44,-1186,150000,-150000,0,2613.085937,-125.125336,354.430328,0.916681,59.969704,0,121.765638,151328.5168,-151328.5168,0,120.6584809,0,10
2025-08-14T20:11:39.000+00:00,0,44,-1183,150000,-150000,0,2613.085937,-144.06456,354.430328,0.916681,59.969704,0,121.953355,151321.3632,-151321.3632,0,120.10600716666666,0,10
2025-08-14T20:11:40.000+00:00,0,44,-1183,150000,-150000,0,2613.085937,-144.06456,354.430328,0.916681,59.969704,0,121.953355,151321.3632,-151321.3632,0,119.8899707419355,0,10
2025-08-14T20:11:41.000+00:00,0,44,-1187,150000,-150000,0,2613.085937,-165.902832,354.48702,0.916681,59.969704,0,120.98819,151333.9872,-151333.9872,0,120.7403125,0,10
2025-08-14T20:11:42.000+00:00,0,44,-1187,150000,-150000,0,2613.085937,-165.902832,354.474894,0.916681,59.969704,0,119.734618,151327.2544,-151327.2544,0,119.11021259259262,0,10
2025-08-14T20:11:43.000+00:00,0,44,-1186,150000,-150000,0,2613.085937,-165.902832,354.452749,0.916681,59.969704,0,119.096899,151304.5312,-151304.5312,0,118.8867745,0,10
2025-08-14T20:11:44.000+00:00,0,44,-1182,150000,-150000,0,2613.085937,-145.707458,354.425618,0.916681,59.969704,0,118.055911,151314.2096,-151314.2096,0,118.59370714285713,0,10
2025-08-14T20:11:45.000+00:00,0,44,-1182,150000,-150000,0,2613.085937,-145.707458,354.435567,0.916681,59.969704,0,117.170988,151321.3632,-151321.3632,0,116.60815223333334,0,10
2025-08-14T20:11:46.000+00:00,0,44,-1180,150000,-150000,0,2613.085937,-145.707458,354.455841,0.916681,59.969704,0,115.94235,151320.9424,-151320.9424,0,117.61625071428571,0,10
2025-08-14T20:11:47.000+00:00,0,44,-1178.5,150000,-150000,0,2613.085937,-145.707458,354.4367215,0.916681,59.969704,0,115.762923,151323.88799999998,-151323.88799999998,0,116.23324870967741,0,10
2025-08-14T20:11:48.000+00:00,0,44,-1178.5,150000,-150000,0,2613.085937,-145.707458,354.4367215,0.916681,59.969704,0,115.762923,151323.88799999998,-151323.88799999998,0,113.950931,0,10
2025-08-14T20:11:49.000+00:00,0,44,-1183,150000,-150000,0,2613.085937,-145.707458,354.47757,0.916681,59.969704,0,118.163967,151330.2,-151330.2,0,116.43931951724139,0,10
2025-08-14T20:11:50.000+00:00,0,44,-1187,150000,-150000,0,2613.085937,-145.707458,354.43983,0.916681,59.969704,0,115.496295,151311.6848,-151311.6848,0,118.45078548387097,0,10
2025-08-14T20:11:51.000+00:00,0,44,-1191,150000,-150000,0,2613.085937,-145.707458,354.43983,0.916681,59.969704,0,109.092024,151311.264,-151311.264,0,112.14512553333331,0,10
2025-08-14T20:11:52.000+00:00,0,44,-1197,150000,-150000,0,2613.085937,-145.707458,354.43983,0.916681,59.969704,0,110.369798,151336.9328,-151336.9328,0,110.826265,0,10
2025-08-14T20:11:53.000+00:00,0,44,-1201,150000,-150000,0,2630.855957,-145.707458,354.469147,0.916681,59.969704,0,112.318787,151340.2992,-151340.2992,0,112.34788796551726,0,10
2025-08-14T20:11:54.000+00:00,0,44,-1202,150000,-150000,0,2630.855957,-145.707458,354.469147,0.916681,59.969704,0,113.195662,151325.5712,-151325.5712,0,113.45213866666666,0,10
2025-08-14T20:11:55.000+00:00,0,44,-1208,150000,-150000,0,2630.855957,-145.707458,354.433472,0.916681,59.969704,0,119.770119,151307.056,-151307.056,0,115.80325749999999,0,10
2025-08-14T20:11:56.000+00:00,0,44,-1214,150000,-150000,0,2630.855957,-145.707458,354.446645,0.916681,59.969704,0,117.077652,151324.3088,-151324.3088,0,118.1928883793103,0,10
2025-08-14T20:11:57.000+00:00,0,44,-1210,150000,-150000,0,2630.855957,-145.707458,354.476298,0.916681,59.969704,0,115.001499,151346.1904,-151346.1904,0,114.97089266666667,0,10
2025-08-14T20:11:58.000+00:00,0,44,-1210,150000,-150000,0,2630.855957,-145.707458,354.451558,0.916681,59.969704,0,109.801726,151315.472,-151315.472,0,111.37603993333336,0,10
2025-08-14T20:11:59.000+00:00,0,44,-1208,150000,-150000,0,2630.855957,-156.601562,354.427612,0.916681,59.969704,0,109.194653,151310.8432,-151310.8432,0,109.6072906,0,10
2025-08-14T20:12:00.000+00:00,0,44,-1204,150000,-150000,0,2630.855957,-156.601562,354.445923,0.916681,59.969704,0,109.96711,151322.6256,-151322.6256,0,108.26490109677421,0,10
2025-08-14T20:12:01.000+00:00,0,44,-1205,150000,-150000,0,2630.855957,-156.601562,354.453573,0.916681,59.969704,0,108.591977,151328.5168,-151328.5168,0,109.08396339999999,0,10
2025-08-14T20:12:02.000+00:00,0,44,-1198,150000,-150000,0,2630.855957,-156.601562,354.39798,0.916681,59.969704,0,103.117458,151309.5808,-151309.5808,0,104.12465073333334,0,10
2025-08-14T20:12:03.000+00:00,0,44,-1193,150000,-150000,0,2618.624268,-154.814713,354.455668,0.917538,59.970894,0,102.170059,151309.5808,-151309.5808,0,101.43372799999999,0,10
2025-08-14T20:12:04.000+00:00,0,44,-1190,150000,-150000,0,2618.624268,-139.871246,354.464467,0.917538,59.970894,0,101.912065,151343.6656,-151343.6656,0,102.4863552,0,10
2025-08-14T20:12:05.000+00:00,0,44,-1184,150000,-150000,0,2618.624268,-153.132065,354.498606,0.917538,59.970894,0,101.738852,151342.4032,-151342.4032,0,101.32457086666668,0,10
2025-08-14T20:12:06.000+00:00,0,44,-1183,150000,-150000,0,2618.624268,-133.35405,354.458649,0.917538,59.970894,0,101.679057,151333.5664,-151333.5664,0,102.37262493548387,0,10
2025-08-14T20:12:07.000+00:00,0,44,-1183,150000,-150000,0,2618.624268,-133.35405,354.458649,0.917538,59.970894,0,101.679057,151333.5664,-151333.5664,0,101.36952203333335,0,10
2025-08-14T20:12:08.000+00:00,0,44,-1184,150000,-150000,0,2618.624268,-141.45961,354.437907,0.917538,59.970894,0,100.995746,151330.6208,-151330.6208,0,101.29081513333333,0,10
2025-08-14T20:12:09.000+00:00,0,44,-1177,150000,-150000,0,2603.55957,-141.45961,354.450663,0.917538,59.970894,0,95.797436,151331.4624,-151331.4624,0,97.21637710000002,0,10
2025-08-14T20:12:10.000+00:00,0,44,-1177,150000,-150000,0,2603.55957,-156.445419,354.439992,0.917538,59.970894,0,95.529229,151325.992,-151325.992,0,96.98637496774195,0,10
2025-08-14T20:12:11.000+00:00,0,44,-1182,150000,-150000,0,2603.55957,-144.024597,354.417053,0.917538,59.970894,0,100.460152,151324.3088,-151324.3088,0,99.41319860000002,0,10
2025-08-14T20:12:12.000+00:00,0,44,-1186,150000,-150000,0,2603.55957,-144.024597,354.433258,0.917538,59.970894,0,98.836074,151315.472,-151315.472,0,99.79909693333333,0,10
2025-08-14T20:12:13.000+00:00,0,44,-1191,150000,-150000,0,2603.55957,-144.024597,354.433258,0.917538,59.970894,0,101.727244,151333.5664,-151333.5664,0,101.03043925806452,0,10
2025-08-14T20:12:14.000+00:00,0,44,-1188,150000,-150000,0,2603.55957,-144.024597,354.464661,0.917538,59.970894,0,102.275967,151352.5024,-151352.5024,0,102.8684719,0,10
2025-08-14T20:12:15.000+00:00,0,44,-1191,150000,-150000,0,2603.55957,-157.255951,354.456268,0.917538,59.970894,0,100.167885,151337.7744,-151337.7744,0,101.47685193333332,0,10
2025-08-14T20:12:16.000+00:00,0,44,-1186,150000,-150000,0,2603.55957,-157.255951,354.416219,0.917538,59.970894,0,98.390315,151314.2096,-151314.2096,0,98.68626019354836,0,10
2025-08-14T20:12:17.000+00:00,0,44,-1184,150000,-150000,3027.469725,2603.55957,-141.020798,354.412669,0.917538,59.970894,0,94.201699,151293.5904,-151293.5904,2898.7270084347833,96.47870276666666,500,10
2025-08-14T20:12:18.000+00:00,0,44,-554,150000,-150000,2691.625533,1439.564331,-578.020813,354.466034,0.558213,59.970894,0,75.691462,151322.6256,-151322.6256,2740.9648428666674,79.14192526666668,500,10
2025-08-14T20:12:19.000+00:00,0,44,1019,150000,-150000,3459.6207,-1502.086548,-218.597748,354.507568,-0.793617,59.970894,0,57.65255,151362.6016,-151362.6016,2889.8565356000004,61.140500599999996,1500,10
2025-08-14T20:12:20.000+00:00,0,44,2307,150000,-150000,3280.019628,-1335.480225,-218.597748,354.507568,-0.752468,59.970894,0,39.777416,151387.008,-151387.008,3303.3509259354846,42.94043445161291,1500,10
2025-08-14T20:12:21.000+00:00,0,44,2796,150000,-150000,3139.64068,-2072.326172,-218.597748,354.438202,-0.884008,59.970894,0,17.052814,151377.3296,-151377.3296,3172.8273193809528,24.80932285714286,1500,10
2025-08-14T20:12:22.000+00:00,0,44,3130,150000,-150000,4047.734293,-1899.924927,-218.597748,354.438202,-0.862769,59.970894,0,-5.342193,151365.5472,-151365.5472,4028.8534547000004,-11.551603499999999,2500,10
2025-08-14T20:12:23.000+00:00,0,44,3593,150000,-150000,3973.39642,-2859.455078,-218.597748,354.417002,-0.936856,59.970894,0,-33.471665,151356.2896,-151356.2896,4141.475334193549,-30.612194870967738,2500,10
2025-08-14T20:12:24.000+00:00,0,44,3875,150000,-150000,4925.122588,-2734.554443,-218.597748,354.417002,-0.936856,59.970894,0,-56.586563,151386.1664,-151386.1664,4934.137621333332,-54.079591481481465,3500,10
2025-08-14T20:12:25.000+00:00,0,44,4285,150000,-150000,4876.13777,-3688.484131,-218.597748,354.476369,-0.961494,59.970894,0,-70.903423,151397.528,-151397.528,4868.913226727273,-75.12625554545454,3500,10
2025-08-14T20:12:26.000+00:00,0,44,4655,150000,-150000,5860.292741,-3647.227051,-191.456268,354.508535,-0.961494,59.970894,0,-85.838552,151375.6464,-151375.6464,5861.241682903225,-84.47752867741933,4500,10
2025-08-14T20:12:27.000+00:00,0,44,5109,150000,-150000,5827.950829,-3647.227051,-191.456268,354.466207,-0.961494,59.970894,0,-90.233879,151349.9776,-151349.9776,5834.56187463158,-88.93922873684211,4500,10
2025-08-14T20:12:28.000+00:00,0,44,5546,150000,-150000,7323.626593,-4617.016113,-191.456268,354.426422,-0.975904,59.970894,0,-97.457619,151349.9776,-151349.9776,7322.090822782609,-97.09280426086956,6000,10
2025-08-14T20:12:29.000+00:00,0,44,5920,150000,-150000,7301.057646,-4588.159668,-191.456268,354.422607,-0.975904,59.970894,0,-103.28275,151369.7552,-151369.7552,7305.982881888889,-102.36670372222221,6000,10
2025-08-14T20:12:30.000+00:00,0,44,6566,150000,-150000,8301.177279,-6072.624512,-206.498474,354.434062,-0.975904,59.970894,0,-104.857116,151388.2704,-151388.2704,8291.999784307693,-104.97956653846154,7000,10
2025-08-14T20:12:31.000+00:00,0,44,7236,150000,-150000,8280.035551,-6054.729004,-173.405212,354.481995,-0.975904,59.970894,0,-108.479834,151367.2304,-151367.2304,8279.086655866668,-106.99221913333334,7000,10
2025-08-14T20:12:32.000+00:00,0,44,7724,150000,-150000,9285.686116,-7068.887695,-191.687759,354.481995,-0.989022,59.970894,0,-111.141384,151368.072,-151368.072,8978.087043000001,-111.21379753333329,8000,10
2025-08-14T20:12:33.000+00:00,0,44,8091,150000,-150000,9273.68037,-7043.732422,-191.687759,354.478231,-0.989022,59.970894,0,-120.021576,151372.28,-151372.28,9273.695227193548,-119.61992383870968,8000,10
2025-08-14T20:12:34.000+00:00,0,44,8750,150000,-150000,10258.713059,-8046.338867,-204.026382,354.473572,-0.989022,59.970894,0,-122.401457,151394.1616,-151394.1616,9801.293056533332,-122.61131039999997,9000,10
2025-08-14T20:12:35.000+00:00,0,44,9088,150000,-150000,10264.803189,-8046.338867,-204.026382,354.473572,-0.989022,59.970894,0,-123.935874,151396.2656,-151396.2656,10263.755172433332,-124.67670080000002,9000,10
2025-08-14T20:12:36.000+00:00,0,44,9506,150000,-150000,10253.109651,-8030.032227,-188.239594,354.467784,-0.989022,59.970894,0,-128.152739,151382.3792,-151382.3792,10612.794204935486,-128.7563548064516,9000,10
2025-08-14T20:12:37.000+00:00,0,44,10063,150000,-150000,11257.723421,-9028.285156,-188.239594,354.45872,-0.989022,59.970894,0,-132.956377,151376.0672,-151376.0672,11258.068037299998,-133.52742403333332,10000,10
2025-08-14T20:12:38.000+00:00,0,44,10486,150000,-150000,11249.801567,-9028.285156,-188.239594,354.45282,-0.989022,59.970894,0,-138.596947,151381.9584,-151381.9584,11587.553233499999,-137.02195470000004,10000,10
2025-08-14T20:12:39.000+00:00,0,44,10909,150000,-150000,12259.378269,-10031.916016,-188.239594,354.418243,-0.989022,59.970894,0,-139.053934,151376.0672,-151376.0672,12259.7810875625,-139.19962218749998,11000,10
2025-08-14T20:12:40.000+00:00,0,44,11367,150000,-150000,12244.307255,-10015.789062,-188.239594,354.462158,-0.989022,59.970894,0,-138.029164,151404.6816,-151404.6816,12558.205466687501,-138.624536125,11000,10
2025-08-14T20:12:41.000+00:00,0,44,11926,150000,-150000,13251.849546,-11030.395508,-188.239594,354.499878,-0.989022,59.970894,0,-139.257317,151427.8256,-151427.8256,13251.169080266667,-140.6431852,12000,10
2025-08-14T20:12:42.000+00:00,0,44,12269,150000,-150000,13241.711937,-11030.395508,-188.239594,354.504242,-0.989022,59.970894,0,-142.956242,151407.6272,-151407.6272,13307.905581433335,-140.8390395333333,12000,10
2025-08-14T20:12:43.000+00:00,0,44,12875,150000,-150000,14248.889362,-11030.395508,-188.239594,354.504242,-0.989022,59.970894,0,-141.667732,151407.2064,-151407.2064,14247.190130645164,-139.56433125806453,13000,10
2025-08-14T20:12:44.000+00:00,0,44,13259,150000,-150000,14234.228554,-12030.736328,-188.239594,354.488373,-0.989022,59.970894,0,-140.375985,151407.6272,-151407.6272,14234.658154227274,-139.6261252727273,13000,10
2025-08-14T20:12:45.000+00:00,0,44,13740,150000,-150000,15751.045238,-13021.449219,-188.239594,354.488373,-0.989022,59.970894,0,-137.969285,151407.6272,-151407.6272,15596.213710366663,-139.20187843333332,14500,10
2025-08-14T20:12:46.000+00:00,0,44,14288,150000,-150000,15734.326041,-13008.408203,-188.239594,354.45342,-0.989022,59.970894,0,-140.58585,151417.3056,-151417.3056,15737.50897676923,-140.16825799999998,14500,10
2025-08-14T20:12:47.000+00:00,0,44,14922,150000,-150000,16746.432186,-14526.811523,-210.321335,354.45342,-0.989022,59.970894,0,-139.444591,151415.6224,-151415.6224,16742.429226888886,-137.8809935555556,15500,10
2025-08-14T20:12:48.000+00:00,0,44,15576,150000,-150000,16736.988995,-14516.253906,-210.321335,354.494436,-0.989022,59.970894,0,-138.544043,151413.9392,-151413.9392,16735.410825700004,-137.14122876666667,15500,10
2025-08-14T20:12:49.000+00:00,0,44,16100,150000,-150000,17736.913059,-15520.134766,-210.321335,354.494436,-0.989022,59.970894,0,-133.836037,151426.984,-151426.984,17446.106014483867,-133.36218470967742,16500,10
2025-08-14T20:12:50.000+00:00,0,44,16470,150000,-150000,17735.853945,-15520.134766,-210.321335,354.498657,-0.989022,59.970894,0,-124.274893,151424.4592,-151424.4592,17733.959142599997,-125.14286556666667,16500,10
2025-08-14T20:12:51.000+00:00,0,44,16895,150000,-150000,17726.824178,-16515.947266,-195.418518,354.468526,-0.989022,59.970894,0,-121.501056,151418.9888,-151418.9888,18333.638009133334,-119.47964086666667,16500,10
2025-08-14T20:12:52.000+00:00,0,44,17472,150000,-150000,18737.68667,-16515.947266,-195.418518,354.472493,-0.989022,59.970894,0,-116.33204,151447.6032,-151447.6032,18734.086604615386,-115.13347207692308,17500,10
2025-08-14T20:12:53.000+00:00,0,44,17911,150000,-150000,18731.583366,-16501.175781,-195.418518,354.468435,-0.989022,59.970894,0,-111.004116,151443.816,-151443.816,19253.57399435484,-108.5399359032258,17500,10
2025-08-14T20:12:54.000+00:00,0,44,18376,150000,-150000,19737.222509,-17509.734375,-195.418518,354.502014,-0.989022,59.970894,0,-100.560762,151430.3504,-151430.3504,19734.815408766666,-99.7024862666667,18500,10
2025-08-14T20:12:55.000+00:00,0,44,18920,150000,-150000,19727.118138,-18520.076172,-195.418518,354.427622,-0.989022,59.970894,0,-89.610334,151414.7808,-151414.7808,20130.80131383333,-87.6234253333333,18500,10
2025-08-14T20:12:56.000+00:00,0,44,19351,150000,-150000,20738.776616,-18520.076172,-195.418518,354.431325,-0.989022,59.970894,0,-76.912966,151419.8304,-151419.8304,20738.150677483864,-74.12520703225805,19500,10
2025-08-14T20:12:57.000+00:00,0,44,19738,150000,-150000,20734.774915,-18505.136719,-195.418518,354.491384,-0.989022,59.970894,0,-66.327801,151451.3904,-151451.3904,21038.118337300002,-65.3937329,19500,10
2025-08-14T20:12:58.000+00:00,0,44,19738,150000,-150000,20734.774915,-18505.136719,-195.418518,354.491384,-0.989022,59.970894,0,-66.327801,151451.3904,-151451.3904,21740.106694066668,-56.70332473333333,19500,10
2025-08-14T20:12:59.000+00:00,0,44,20693,150000,-150000,21738.065669,-19501.591797,-195.418518,354.522614,-0.989022,59.970894,0,-51.836381,151457.7024,-151457.7024,22028.78242409677,-49.81474832258065,20500,10
2025-08-14T20:13:00.000+00:00,0,44,21201,150000,-150000,22743.406789,-20510.113281,-218.56337,354.501597,-0.989022,59.970894,0,-42.931237,151469.064,-151469.064,22742.0177391,-41.02295350000001,21500,10
2025-08-14T20:13:01.000+00:00,0,44,21742,150000,-150000,22742.383377,-20510.113281,-218.56337,354.476369,-0.989022,59.970894,0,-37.078402,151452.232,-151452.232,22876.61479073333,-33.219766699999994,21500,10
2025-08-14T20:13:02.000+00:00,0,44,22184,150000,-150000,23751.861114,-21495.707031,-218.56337,354.489695,-0.989022,59.970894,0,-24.031514,151463.5936,-151463.5936,23753.661119566666,-22.829907999999996,22500,10
2025-08-14T20:13:03.000+00:00,0,44,22714,150000,-150000,23751.772549,-21502.089844,-217.33638,354.513957,-0.998394,59.97226,0,-15.061833,151478.7424,-151478.7424,23747.089432612902,-13.361370225806454,22500,10
2025-08-14T20:13:04.000+00:00,0,44,23175,150000,-150000,25259.867259,-22517.882812,-217.33638,354.513957,-0.998394,59.97226,0,-8.076619,151466.96,-151466.96,25065.8062775,-2.9635931666666666,24000,10
2025-08-14T20:13:05.000+00:00,0,44,23536,150000,-150000,25266.239082,-22517.882812,-230.512939,354.492279,-0.998394,59.97226,0,9.784378,151457.2816,-151457.2816,25264.50276173333,13.5956711,24000,10
2025-08-14T20:13:06.000+00:00,0,44,24373,150000,-150000,25261.032587,-24024.068359,-230.512939,354.492279,-0.998394,59.97226,0,22.278789,151473.272,-151473.272,25921.012763695653,25.162514958333336,24000,10
2025-08-14T20:13:07.000+00:00,0,44,24834,150000,-150000,26266.169211,-24024.068359,-223.027634,354.507589,-0.998394,59.97226,0,39.178822,151480.4256,-151480.4256,26260.870432173913,44.93293252173913,25000,10
2025-08-14T20:13:08.000+00:00,0,44,25324,150000,-150000,26254.999921,-25030.660156,-203.675552,354.507589,-0.998394,59.97226,0,49.938812,151498.9408,-151498.9408,26896.285124066668,53.37980686666667,25000,10
2025-08-14T20:13:09.000+00:00,0,44,25919,150000,-150000,27263.792952,-25030.660156,-203.675552,354.503866,-0.998394,59.97226,0,61.719412,151488.8416,-151488.8416,27263.723351666664,60.621083166666665,26000,10
2025-08-14T20:13:10.000+00:00,0,44,26345,150000,-150000,27257.065534,-25044.394531,-230.285843,354.507884,-0.998394,59.97226,0,72.741327,151500.2032,-151500.2032,27263.723351666664,60.621083166666665,26000,10
2025-08-14T20:13:11.000+00:00,0,44,26773,150000,-150000,28265.761638,-26018.931641,-210.549988,354.485596,-0.998394,59.97226,0,88.220932,151491.7872,-151491.7872,27263.723351666664,60.621083166666665,27000,10
2025-08-14T20:13:12.000+00:00,0,44,27287,150000,-150000,28259.420416,-26004.068359,-223.153076,354.485596,-0.998394,59.97226,0,104.480493,151486.7376,-151486.7376,28623.771664642863,109.73392885185186,27000,10
2025-08-14T20:13:13.000+00:00,0,44,27742,150000,-150000,29278.336848,-27005.695312,-223.153076,354.485596,-0.998394,59.97226,0,114.743666,151490.5248,-151490.5248,29272.84475109999,121.58183986666668,28000,10
