Time (America/Los_Angeles),Unit #29 (12B5).Batt Power Charge Limit EMS (BattPChLmtEMS),Unit #29 (12B5).Batt Power Charge Limit (BattPChLmt),Unit #29 (12B5).Batt Power Discharge Limit EMS (BattPDisLmtEMS),Unit #29 (12B5).Batt Power Discharge Limit (BattPDisLmt),Unit #29 (12B5).Battery Pack Power (BattP),Unit #29 (12B5).DC kW (DCkW),Unit #29 (12B5).Max Cell Voltage (CellVMax),Unit #29 (12B5).PCS Command (PcsCmd),Unit #29 (12B5).State of Charge (SoC),Unit #29 (12B5).kW Cmd Received (kWin),Unit #29 (12B5).kW Measured (kW)
2025-12-03T10:08:08,-1386,-3750,4200,3630,-1323.89,,3.617,,99,-2820,-1389
2025-12-03T10:08:10,-1386,-3750,4200,3630,-1323.89,,3.617,,99,-2820,-1372
2025-12-03T10:08:12,-1386,-3750,4200,3630,-1283.45,,3.617,,99,-2820,-1352
2025-12-03T10:08:14,-1386,-3750,4200,3630,-1287.0,,3.617,,99,-2820,-1363
2025-12-03T10:08:16,-1344,-3750,4200,3630,-1323.67,,3.618,,99,-2820,-1385
2025-12-03T10:08:18,-1344,-3750,4200,3630,-1323.67,,3.618,,99,-2820,-1366
2025-12-03T10:08:20,-1386,-3750,4200,3630,-1283.45,,3.617,,99,-2820,-1349
2025-12-03T10:08:22,-1386,-3750,4200,3630,-1282.16,,3.617,,99,-2820,-1362
2025-12-03T10:08:24,-1344,-3750,4200,3630,-1324.74,,3.618,,99,-2820,-1365
2025-12-03T10:08:26,-1344,-3750,4200,3630,-1283.34,,3.618,,99,-2820,-1349
2025-12-03T10:08:28,-1344,-3750,4200,3630,-1280.86,,3.618,,99,-2820,-1345
2025-12-03T10:08:30,-1344,-3750,4200,3630,-1282.05,,3.618,,99,-2820,-1346
2025-12-03T10:08:32,-1344,-3750,4200,3630,-1282.05,,3.618,,99,-2820,-1345
2025-12-03T10:08:34,-1344,-3750,4200,3630,-1283.12,,3.618,,99,-2820,-1346
2025-12-03T10:08:36,-1344,-3750,4200,3630,-1281.94,,3.618,,99,-2820,-1347
2025-12-03T10:08:38,-1344,-3750,4200,3630,-1281.94,,3.618,,99,-2820,-1346
2025-12-03T10:08:40,-1344,-3750,4200,3630,-1280.76,,3.618,,99,-2820,-1347
2025-12-03T10:08:42,-1344,-3750,4200,3630,-1280.76,,3.618,,99,-2820,-1347
2025-12-03T10:08:44,-1344,-3750,4200,3630,-1281.83,,3.618,,99,-2820,-1349
2025-12-03T10:08:46,-1302,-3750,4200,3630,-1280.65,,3.619,,99,-2820,-1348
2025-12-03T10:08:48,-1302,-3750,4200,3630,-1281.83,,3.619,,99,-2820,-1345
2025-12-03T10:08:50,-1344,-3750,4200,3630,-1242.81,,3.618,,99,-2820,-1311
2025-12-03T10:08:52,-1344,-3750,4200,3630,-1242.6,,3.618,,99,-2820,-1323
2025-12-03T10:08:54,-1344,-3750,4200,3630,-1281.72,,3.618,,99,-2820,-1341
2025-12-03T10:08:56,-1302,-3750,4200,3630,-1241.41,,3.619,,99,-2820,-1310
2025-12-03T10:08:58,-1302,-3750,4200,3630,-1242.49,,3.619,,99,-2820,-1321
2025-12-03T10:09:00,-1302,-3750,4200,3630,-1281.61,,3.619,,99,-2820,-1342
2025-12-03T10:09:02,-1302,-3750,4200,3630,-1242.49,,3.619,,99,-2820,-1311
2025-12-03T10:09:04,-1302,-3750,4200,3630,-1242.49,,3.619,,99,-2820,-1321
2025-12-03T10:09:06,-1302,-3750,4200,3630,-1282.69,,3.619,,99,-2820,-1342
2025-12-03T10:09:08,-1302,-3750,4200,3630,-1241.31,,3.619,,99,-2820,-1308
2025-12-03T10:09:10,-1302,-3750,4200,3630,-1241.2,,3.619,,99,-2820,-1304
2025-12-03T10:09:12,-1302,-3750,4200,3630,-1242.39,,3.619,,99,-2820,-1305
2025-12-03T10:09:14,-1302,-3750,4200,3630,-1242.39,,3.619,,99,-2820,-1304
2025-12-03T10:09:16,-1302,-3750,4200,3630,-1241.2,,3.619,,99,-2820,-1303
2025-12-03T10:09:18,-1302,-3750,4200,3630,-1241.1,,3.619,,99,-2820,-1304
2025-12-03T10:09:20,-1302,-3750,4200,3630,-1241.1,,3.619,,99,-2820,-1302
2025-12-03T10:09:22,-1302,-3750,4200,3630,-1242.28,,3.619,,99,-2820,-1303
2025-12-03T10:09:24,-1302,-3750,4200,3630,-1239.92,,3.619,,99,-2820,-1302
2025-12-03T10:09:26,-1302,-3750,4200,3630,-1242.28,,3.619,,99,-2820,-1303
2025-12-03T10:09:28,-1302,-3750,4200,3630,-1199.63,,3.619,,99,-2820,-1266
2025-12-03T10:09:30,-1260,-3750,4200,3630,-1240.89,,3.62,,99,-2820,-1299
2025-12-03T10:09:32,-1260,-3750,4200,3630,-1239.81,,3.62,,99,-2820,-1302
2025-12-03T10:09:34,-1260,-3750,4200,3630,-1201.89,,3.62,,99,-2820,-1267
2025-12-03T10:09:36,-1260,-3750,4200,3630,-1242.07,,3.62,,99,-2820,-1298
2025-12-03T10:09:38,-1260,-3750,4200,3630,-1201.89,,3.62,,99,-2820,-1266
2025-12-03T10:09:40,-1260,-3750,4200,3630,-1199.43,,3.62,,99,-2820,-1263
2025-12-03T10:09:42,-1260,-3750,4200,3630,-1201.79,,3.62,,99,-2820,-1263
2025-12-03T10:09:44,-1260,-3750,4200,3630,-1240.79,,3.62,,99,-2820,-1293
2025-12-03T10:09:46,-1260,-3750,4200,3630,-1200.61,,3.62,,99,-2820,-1268
2025-12-03T10:09:48,-1260,-3750,4200,3630,-1199.32,,3.62,,99,-2820,-1263
2025-12-03T10:09:50,-1260,-3750,4200,3630,-1199.32,,3.62,,99,-2820,-1263
2025-12-03T10:09:52,-1260,-3750,4200,3630,-1200.51,,3.62,,99,-2820,-1263
2025-12-03T10:09:54,-1260,-3750,4200,3630,-1201.59,,3.62,,99,-2820,-1264
2025-12-03T10:09:56,-1260,-3750,4200,3630,-1159.05,,3.62,,99,-2820,-1227
2025-12-03T10:09:58,-1260,-3750,4200,3630,-1201.48,,3.62,,99,-2820,-1259
2025-12-03T10:10:00,-1260,-3750,4200,3630,-1200.3,,3.62,,99,-2820,-1263
