"Time (America/Los_Angeles)","Unit #27 (12B3).Batt Power Charge Limit EMS (BattPChLmtEMS)","Unit #27 (12B3).Batt Power Charge Limit (BattPChLmt)","Unit #27 (12B3).Battery Pack Power (BattP)","Unit #27 (12B3).DC kW (DCkW)","Unit #27 (12B3).Max Cell Voltage (CellVMax)","Unit #27 (12B3).PCS Command (PcsCmd)","Unit #27 (12B3).State of Charge (SoC)","Unit #27 (12B3).kW Cmd Received (kWin)","Unit #27 (12B3).kW Measured (kW)"
"2025-12-04 08:38:52",,0,11.87,,3.533,,100,0,-5
"2025-12-04 08:38:54",,0,11.86,,3.531,,100,0,-5
"2025-12-04 08:38:56",,0,11.85,,3.526,,100,0,0
"2025-12-04 08:38:58",,0,0,,3.522,,100,0,0
"2025-12-04 08:39:00",,0,0,,,,100,0,0
"2025-12-04 08:39:02",,0,0,,,,100,0,0
"2025-12-04 08:39:04",,0,0,,,,100,0,0
"2025-12-04 08:39:06",,0,0,,,,100,0,0
"2025-12-04 08:39:08",,0,0,,,,100,0,0
"2025-12-04 08:39:10",,0,0,,,,100,0,0
"2025-12-04 08:39:12",,0,0,,,,100,0,0
"2025-12-04 08:39:14",,0,0,,,,100,0,0
"2025-12-04 08:39:16",,0,0,,,,100,0,0
"2025-12-04 08:39:18",,0,0,,,,100,0,0
"2025-12-04 08:39:20",,0,0,,,,100,0,0
"2025-12-04 08:39:22",,0,0,,,,100,0,0
"2025-12-04 08:39:24",,0,0,,,,100,0,0
"2025-12-04 08:39:26",,0,0,,,,100,0,0
"2025-12-04 08:39:28",,0,0,,,,100,0,0
"2025-12-04 08:39:30",,0,0,,,,100,0,0
"2025-12-04 08:39:32",,0,0,,,,100,0,0
"2025-12-04 08:39:34",,0,0,,,,100,0,0
"2025-12-04 08:39:36",,0,0,,,,100,0,0
"2025-12-04 08:39:38",,0,0,,,,100,0,0
"2025-12-04 08:39:40",,0,0,,,,100,0,0
"2025-12-04 08:39:42",,0,0,,,,100,0,0
"2025-12-04 08:39:44",,0,0,,,,100,0,0
"2025-12-04 08:39:46",,0,0,,,,100,0,0
"2025-12-04 08:39:48",,0,0,,,,100,0,0
"2025-12-04 08:39:50",,0,0,,,,100,0,0
"2025-12-04 08:39:52",,0,0,,,,100,0,0
"2025-12-04 08:39:54",,0,0,,,,100,0,0
"2025-12-04 08:39:56",,0,0,,,,100,0,0
"2025-12-04 08:39:58",,0,0,,,,100,0,0
"2025-12-04 08:40:00",,0,0,,,,100,0,0
"2025-12-04 08:40:02",,0,0,,,,100,0,0
"2025-12-04 08:40:04",,0,0,,,,100,0,0
"2025-12-04 08:40:06",,0,0,,,,100,0,0
"2025-12-04 08:40:08",,0,0,,,,100,0,0
"2025-12-04 08:40:10",,0,0,,,,100,0,0
"2025-12-04 08:40:12",,0,0,,,,100,0,0
"2025-12-04 08:40:14",,0,0,,,,100,0,0
"2025-12-04 08:40:16",,0,0,,,,100,0,0
"2025-12-04 08:40:18",,0,0,,,,100,0,0
"2025-12-04 08:40:20",,0,0,,,,100,0,0
"2025-12-04 08:40:22",,0,0,,,,100,0,0
"2025-12-04 08:40:24",,0,0,,,,100,0,0
"2025-12-04 08:40:26",,0,0,,,,100,0,0
"2025-12-04 08:40:28",,0,0,,,,100,0,0
"2025-12-04 08:40:30",,0,0,,,,100,0,0
"2025-12-04 08:40:32",,0,0,,,,100,0,0
"2025-12-04 08:40:34",,0,0,,,,100,0,0
"2025-12-04 08:40:36",,0,0,,,,100,0,0
"2025-12-04 08:40:38",,0,0,,,,100,0,0
"2025-12-04 08:40:40",,0,0,,,,100,0,0
"2025-12-04 08:40:42",,0,0,,,,100,0,0
"2025-12-04 08:40:44",,0,0,,,,100,0,0
"2025-12-04 08:40:46",,0,0,,,,100,0,0
"2025-12-04 08:40:48",,0,0,,,,100,0,0
"2025-12-04 08:40:50",,0,0,,,,100,0,0
"2025-12-04 08:40:52",,0,0,,,,100,0,0
"2025-12-04 08:40:54",,0,0,,,,100,0,0
"2025-12-04 08:40:56",,0,0,,,,100,0,0
"2025-12-04 08:40:58",,0,0,,,,100,0,0
"2025-12-04 08:41:00",,0,0,,,,100,0,0
"2025-12-04 08:41:02",,0,0,,,,100,0,0
"2025-12-04 08:41:04",,0,0,,,,100,0,0
"2025-12-04 08:41:06",,0,0,,,,100,0,0
"2025-12-04 08:41:08",,0,0,,,,100,0,0
"2025-12-04 08:41:10",,0,0,,,,100,0,0
"2025-12-04 08:41:12",,0,0,,,,100,0,0
"2025-12-04 08:41:14",,0,0,,,,100,0,0
"2025-12-04 08:41:16",,0,0,,,,100,0,0
"2025-12-04 08:41:18",,0,0,,,,100,0,0
"2025-12-04 08:41:20",,0,0,,,,100,0,0
"2025-12-04 08:41:22",,0,0,,,,100,0,0
"2025-12-04 08:41:24",,0,0,,,,100,0,0
"2025-12-04 08:41:26",,0,0,,,,100,0,0
"2025-12-04 08:41:28",,0,0,,,,100,0,0
"2025-12-04 08:41:30",,0,0,,,,100,0,0
"2025-12-04 08:41:32",,0,0,,,,100,0,0
"2025-12-04 08:41:34",,0,0,,,,100,0,0
"2025-12-04 08:41:36",,0,0,,,,100,0,0
"2025-12-04 08:41:38",,0,0,,,,100,0,0
"2025-12-04 08:41:40",,0,0,,,,100,0,0
"2025-12-04 08:41:42",,0,0,,,,100,0,0
"2025-12-04 08:41:44",,0,0,,,,100,0,0
"2025-12-04 08:41:46",,0,0,,,,100,0,0
"2025-12-04 08:41:48",,0,0,,,,100,0,0
"2025-12-04 08:41:50",,0,0,,,,100,0,0
"2025-12-04 08:41:52",,0,0,,,,100,0,0
"2025-12-04 08:41:54",,0,0,,,,100,0,0
"2025-12-04 08:41:56",,0,0,,,,100,0,0
"2025-12-04 08:41:58",,0,0,,,,100,0,0
"2025-12-04 08:42:00",,0,0,,,,100,0,0
"2025-12-04 08:42:02",,0,0,,,,100,0,0
"2025-12-04 08:42:04",,0,0,,,,100,0,0
"2025-12-04 08:42:06",,0,0,,,,100,0,0
"2025-12-04 08:42:08",,0,0,,,,100,0,0
"2025-12-04 08:42:10",,0,0,,,,100,0,0
"2025-12-04 08:42:12",,0,0,,,,100,0,0
"2025-12-04 08:42:14",,0,0,,,,100,0,0
"2025-12-04 08:42:16",,0,0,,,,100,0,0
"2025-12-04 08:42:18",,0,0,,,,100,0,0
"2025-12-04 08:42:20",,0,0,,,,100,0,0
"2025-12-04 08:42:22",,0,0,,,,100,0,0
"2025-12-04 08:42:24",,0,0,,,,100,0,0
"2025-12-04 08:42:26",,0,0,,,,100,0,0
"2025-12-04 08:42:28",,0,0,,,,100,0,0
"2025-12-04 08:42:30",,0,0,,,,100,0,0
"2025-12-04 08:42:32",,0,0,,,,100,0,0
"2025-12-04 08:42:34",,0,0,,,,100,0,0
"2025-12-04 08:42:36",,0,0,,,,100,0,0
"2025-12-04 08:42:38",,0,0,,,,100,0,0
"2025-12-04 08:42:40",,0,0,,,,100,0,0
"2025-12-04 08:42:42",,0,0,,,,100,0,0
"2025-12-04 08:42:44",,0,0,,,,100,0,0
"2025-12-04 08:42:46",,0,0,,,,100,0,0
"2025-12-04 08:42:48",,0,0,,,,100,0,0
"2025-12-04 08:42:50",,0,0,,,,100,0,0
"2025-12-04 08:42:52",,0,0,,,,100,0,0
"2025-12-04 08:42:54",,0,0,,,,100,0,0
"2025-12-04 08:42:56",,0,0,,,,100,0,0
"2025-12-04 08:42:58",,0,0,,,,100,0,0
"2025-12-04 08:43:00",,0,0,,,,100,0,0
"2025-12-04 08:43:02",,0,0,,,,100,0,0
"2025-12-04 08:43:04",,0,0,,,,100,0,0
"2025-12-04 08:43:06",,0,0,,,,100,0,0
"2025-12-04 08:43:08",,0,0,,,,100,0,0
"2025-12-04 08:43:10",,0,0,,,,100,0,0
"2025-12-04 08:43:12",,0,0,,,,100,0,0
"2025-12-04 08:43:14",,0,0,,,,100,0,0
"2025-12-04 08:43:16",,0,0,,,,100,0,0
"2025-12-04 08:43:18",,0,0,,,,100,0,0
"2025-12-04 08:43:20",,0,0,,,,100,0,0
"2025-12-04 08:43:22",,0,0,,,,100,0,0
"2025-12-04 08:43:24",,0,0,,,,100,0,0
"2025-12-04 08:43:26",,0,0,,,,100,0,0
"2025-12-04 08:43:28",,0,0,,,,100,0,0
"2025-12-04 08:43:30",,0,0,,,,100,0,0
"2025-12-04 08:43:32",,0,0,,,,100,0,0
"2025-12-04 08:43:34",,0,0,,,,100,0,0
"2025-12-04 08:43:36",,0,0,,,,100,0,0
"2025-12-04 08:43:38",,0,0,,,,100,0,0
"2025-12-04 08:43:40",,0,0,,,,100,0,0
"2025-12-04 08:43:42",,0,0,,,,100,0,0
"2025-12-04 08:43:44",,0,0,,,,100,0,0
"2025-12-04 08:43:46",,0,0,,,,100,0,0
"2025-12-04 08:43:48",,0,0,,,,100,0,0
"2025-12-04 08:43:50",,0,0,,,,100,0,0
"2025-12-04 08:43:52",,0,0,,,,100,0,0
"2025-12-04 08:43:54",,0,0,,,,100,0,0
"2025-12-04 08:43:56",,0,0,,,,100,0,0
"2025-12-04 08:43:58",,0,0,,,,100,0,0
"2025-12-04 08:44:00",,0,0,,,,100,0,0
"2025-12-04 08:44:02",,0,0,,,,100,0,0
"2025-12-04 08:44:04",,0,0,,,,100,0,0
"2025-12-04 08:44:06",,0,0,,,,100,0,0
"2025-12-04 08:44:08",,0,0,,,,100,0,0
"2025-12-04 08:44:10",,0,0,,,,100,0,0
"2025-12-04 08:44:12",,0,0,,,,100,0,0
"2025-12-04 08:44:14",,0,0,,,,100,0,0
"2025-12-04 08:44:16",,0,0,,,,100,0,0
"2025-12-04 08:44:18",,0,0,,,,100,0,0
"2025-12-04 08:44:20",,0,0,,,,100,0,0
"2025-12-04 08:44:22",,0,0,,,,100,0,0
"2025-12-04 08:44:24",,0,0,,,,100,0,0
"2025-12-04 08:44:26",,0,0,,,,100,0,0
"2025-12-04 08:44:28",,0,0,,,,100,0,0
"2025-12-04 08:44:30",,0,0,,,,100,0,0
"2025-12-04 08:44:32",,0,0,,,,100,0,0
"2025-12-04 08:44:34",,0,0,,,,100,0,0
"2025-12-04 08:44:36",,0,0,,,,100,0,0
"2025-12-04 08:44:38",,0,0,,,,100,0,0
"2025-12-04 08:44:40",,0,0,,,,100,0,0
"2025-12-04 08:44:42",,0,0,,,,100,0,0
"2025-12-04 08:44:44",,0,0,,,,100,0,0
"2025-12-04 08:44:46",,0,0,,,,100,0,0
"2025-12-04 08:44:48",,0,0,,,,100,0,0
"2025-12-04 08:44:50",,0,0,,,,100,0,0
"2025-12-04 08:44:52",,0,0,,,,100,0,0
"2025-12-04 08:44:54",,0,0,,,,100,0,0
"2025-12-04 08:44:56",,0,0,,,,100,0,0
"2025-12-04 08:44:58",,0,0,,,,100,0,0
"2025-12-04 08:45:00",,0,0,,,,100,0,0
