"Time (America/Los_Angeles)","Unit #27 (12B3).Batt Power Charge Limit EMS (BattPChLmtEMS)","Unit #27 (12B3).Batt Power Charge Limit (BattPChLmt)","Unit #27 (12B3).Battery Pack Power (BattP)","Unit #27 (12B3).DC kW (DCkW)","Unit #27 (12B3).Max Cell Voltage (CellVMax)","Unit #27 (12B3).PCS Command (PcsCmd)","Unit #27 (12B3).State of Charge (SoC)","Unit #27 (12B3).kW Cmd Received (kWin)","Unit #27 (12B3).kW Measured (kW)"
"2025-12-04 08:26:18",,-1231,1.17,,3.43,,99,0,0
"2025-12-04 08:26:20",,-1231,1.17,,3.43,,99,0,0
"2025-12-04 08:26:22",,-1231,2.33,,3.429,,99,0,0
"2025-12-04 08:26:24",,-1231,2.33,,3.429,,99,0,0
"2025-12-04 08:26:26",,-1231,2.33,,3.428,,99,0,0
"2025-12-04 08:26:28",,-1231,2.33,,3.428,,99,0,0
"2025-12-04 08:26:30",,-1231,2.33,,3.428,,99,0,0
"2025-12-04 08:26:32",,-1231,2.33,,3.427,,99,0,0
"2025-12-04 08:26:34",,-1231,2.33,,3.427,,99,0,0
"2025-12-04 08:26:36",,-1231,2.33,,3.426,,99,0,0
"2025-12-04 08:26:38",,-1231,2.33,,3.426,,99,0,0
"2025-12-04 08:26:40",,-1231,2.33,,3.426,,99,0,0
"2025-12-04 08:26:42",,-1231,2.33,,3.425,,99,0,0
"2025-12-04 08:26:44",,-1231,2.33,,3.425,,99,0,0
"2025-12-04 08:26:46",,-1231,2.33,,3.424,,99,0,0
"2025-12-04 08:26:48",,-1231,2.33,,3.424,,99,0,0
"2025-12-04 08:26:50",,-1231,2.33,,3.424,,99,0,0
"2025-12-04 08:26:52",,-1230,2.33,,3.424,,99,0,0
"2025-12-04 08:26:54",,-1230,2.33,,3.424,,99,0,0
"2025-12-04 08:26:56",,-1230,2.33,,3.423,,99,0,0
"2025-12-04 08:26:58",,-1230,2.33,,3.423,,99,0,0
"2025-12-04 08:27:00",,-1230,2.33,,3.423,,99,0,0
"2025-12-04 08:27:02",,-1230,2.33,,3.422,,99,0,0
"2025-12-04 08:27:04",,-1230,2.33,,3.422,,99,0,0
"2025-12-04 08:27:06",,-1230,2.33,,3.421,,99,0,0
"2025-12-04 08:27:08",,-1230,2.33,,3.421,,99,0,0
"2025-12-04 08:27:10",,-1230,2.33,,3.421,,99,0,0
"2025-12-04 08:27:12",,-1230,2.33,,3.421,,99,0,0
"2025-12-04 08:27:14",,-1230,2.33,,3.421,,99,0,0
"2025-12-04 08:27:16",,-1230,2.33,,3.42,,99,0,0
"2025-12-04 08:27:18",,-1230,2.33,,3.419,,99,0,0
"2025-12-04 08:27:20",,-1230,2.33,,3.419,,99,0,0
"2025-12-04 08:27:22",,-1230,2.33,,3.419,,99,0,0
"2025-12-04 08:27:24",,-1230,2.33,,3.418,,99,0,0
"2025-12-04 08:27:26",,-1230,2.33,,3.418,,99,0,0
"2025-12-04 08:27:28",,-1230,2.33,,3.418,,99,0,0
"2025-12-04 08:27:30",,-1230,2.33,,3.418,,99,0,0
"2025-12-04 08:27:32",,-1230,2.33,,3.417,,99,0,0
"2025-12-04 08:27:34",,-1230,2.33,,3.417,,99,0,0
"2025-12-04 08:27:36",,-1230,2.33,,3.417,,99,0,0
"2025-12-04 08:27:38",,-1229,2.32,,3.417,,99,0,0
"2025-12-04 08:27:40",,-1229,2.32,,3.416,,99,0,0
"2025-12-04 08:27:42",,-1229,2.32,,3.416,,99,0,0
"2025-12-04 08:27:44",,-1229,2.32,,3.416,,99,0,0
"2025-12-04 08:27:46",,-1229,2.32,,3.416,,99,0,0
"2025-12-04 08:27:48",,-1229,2.32,,3.416,,99,0,0
"2025-12-04 08:27:50",,-1229,2.32,,3.415,,99,0,0
"2025-12-04 08:27:52",,-1229,2.32,,3.415,,99,0,0
"2025-12-04 08:27:54",,-1229,2.32,,3.415,,99,0,0
"2025-12-04 08:27:56",,-1229,2.32,,3.415,,99,0,0
"2025-12-04 08:27:58",,-1229,2.32,,3.414,,99,0,0
"2025-12-04 08:28:00",,-1229,2.32,,3.414,,99,0,0
"2025-12-04 08:28:02",,-1229,2.32,,3.414,,99,0,0
"2025-12-04 08:28:04",,-1229,2.32,,3.414,,99,0,0
"2025-12-04 08:28:06",,-1229,2.32,,3.414,,99,0,0
"2025-12-04 08:28:08",,-1229,2.32,,3.413,,99,0,0
"2025-12-04 08:28:10",,-1229,2.32,,3.413,,99,0,0
"2025-12-04 08:28:12",,-1229,2.32,,3.413,,99,0,0
"2025-12-04 08:28:14",,-1229,2.32,,3.413,,99,0,0
"2025-12-04 08:28:16",,-1229,2.32,,3.412,,99,0,0
"2025-12-04 08:28:18",,-1229,2.32,,3.412,,99,0,0
"2025-12-04 08:28:20",,-1229,2.32,,3.412,,99,0,0
"2025-12-04 08:28:22",,-1229,2.32,,3.412,,99,0,0
"2025-12-04 08:28:24",,-1229,2.32,,3.411,,99,0,0
"2025-12-04 08:28:26",,-1229,2.32,,3.411,,99,0,0
"2025-12-04 08:28:28",,-1229,2.32,,3.411,,99,0,0
"2025-12-04 08:28:30",,-1229,2.32,,3.411,,99,0,0
"2025-12-04 08:28:32",,-1229,2.32,,3.41,,99,0,0
"2025-12-04 08:28:34",,-1228,2.32,,3.41,,99,0,0
"2025-12-04 08:28:36",,-1228,2.32,,3.41,,99,0,0
"2025-12-04 08:28:38",,-1228,2.32,,3.41,,99,0,0
"2025-12-04 08:28:40",,-1228,2.32,,3.41,,99,0,0
"2025-12-04 08:28:42",,-1228,2.32,,3.409,,99,0,0
"2025-12-04 08:28:44",,-1228,2.32,,3.41,,99,0,0
"2025-12-04 08:28:46",,-1228,2.32,,3.409,,99,0,0
"2025-12-04 08:28:48",,-1228,2.32,,3.409,,99,0,0
"2025-12-04 08:28:50",,-1228,2.32,,3.409,,99,0,0
"2025-12-04 08:28:52",,-1228,2.32,,3.408,,99,0,0
"2025-12-04 08:28:54",,-1228,2.32,,3.408,,99,0,0
"2025-12-04 08:28:56",,-1228,2.32,,3.408,,99,0,0
"2025-12-04 08:28:58",,-1228,2.32,,3.408,,99,0,0
"2025-12-04 08:29:00",,-1228,2.32,,3.408,,99,0,0
"2025-12-04 08:29:02",,-1228,2.32,,3.408,,99,0,0
"2025-12-04 08:29:04",,-1228,2.32,,3.407,,99,0,0
"2025-12-04 08:29:06",,-1228,2.32,,3.407,,99,0,0
"2025-12-04 08:29:08",,-1228,2.32,,3.407,,99,0,0
"2025-12-04 08:29:10",,-1228,2.32,,3.407,,99,0,0
"2025-12-04 08:29:12",,-1228,2.32,,3.407,,99,0,0
"2025-12-04 08:29:14",,-1228,2.32,,3.407,,99,0,0
"2025-12-04 08:29:16",,-1228,2.32,,3.406,,99,0,0
"2025-12-04 08:29:18",,-1228,2.32,,3.406,,99,0,0
"2025-12-04 08:29:20",,-1228,2.32,,3.406,,99,0,0
"2025-12-04 08:29:22",,-1228,2.32,,3.406,,99,0,0
"2025-12-04 08:29:24",,-1228,2.32,,3.406,,99,0,0
"2025-12-04 08:29:26",,-1228,2.32,,3.406,,99,0,0
"2025-12-04 08:29:28",,-1228,2.32,,3.406,,99,0,0
"2025-12-04 08:29:30",,-1228,2.32,,3.405,,99,0,0
"2025-12-04 08:29:32",,-1228,2.32,,3.405,,99,0,0
"2025-12-04 08:29:34",,-1228,2.32,,3.405,,99,0,0
"2025-12-04 08:29:36",,-1228,2.32,,3.405,,99,0,0
"2025-12-04 08:29:38",,-1228,2.32,,3.405,,99,0,0
"2025-12-04 08:29:40",,-1228,2.32,,3.404,,99,0,0
"2025-12-04 08:29:42",,-1228,2.32,,3.404,,99,0,0
"2025-12-04 08:29:44",,-1227,2.32,,3.405,,99,0,0
"2025-12-04 08:29:46",,-1227,2.32,,3.404,,99,0,0
"2025-12-04 08:29:48",,-1227,2.32,,3.404,,99,0,0
"2025-12-04 08:29:50",,-1227,2.32,,3.404,,99,0,0
"2025-12-04 08:29:52",,-1227,2.32,,3.403,,99,0,0
"2025-12-04 08:29:54",,-1227,2.32,,3.403,,99,0,0
"2025-12-04 08:29:56",,-1227,2.32,,3.403,,99,0,0
"2025-12-04 08:29:58",,-1227,2.32,,3.403,,99,0,0
"2025-12-04 08:30:00",,-1227,2.32,,3.403,,99,0,0
"2025-12-04 08:30:02",,-1227,2.32,,3.403,,99,0,0
"2025-12-04 08:30:04",,-1227,2.32,,3.402,,99,0,0
"2025-12-04 08:30:06",,-1227,2.32,,3.403,,99,0,0
"2025-12-04 08:30:08",,-1227,2.32,,3.402,,99,0,0
"2025-12-04 08:30:10",,-1227,2.32,,3.402,,99,0,0
"2025-12-04 08:30:12",,-1227,2.32,,3.402,,99,0,0
"2025-12-04 08:30:14",,-1227,2.32,,3.402,,99,0,0
"2025-12-04 08:30:16",,-1227,2.32,,3.402,,99,0,0
"2025-12-04 08:30:18",,-1227,2.32,,3.402,,99,0,0
"2025-12-04 08:30:20",,-1227,2.32,,3.401,,99,0,0
"2025-12-04 08:30:22",,-1227,2.32,,3.402,,99,0,0
"2025-12-04 08:30:24",,-1227,2.32,,3.401,,99,0,0
"2025-12-04 08:30:26",,-1227,2.32,,3.401,,99,0,0
"2025-12-04 08:30:28",,-1227,2.32,,3.401,,99,0,0
"2025-12-04 08:30:30",,-1227,2.32,,3.401,,99,0,0
"2025-12-04 08:30:32",,-1227,2.32,,3.4,,99,0,0
"2025-12-04 08:30:34",,-1227,2.32,,3.401,,99,0,0
"2025-12-04 08:30:36",,-1227,2.31,,3.4,,99,0,0
"2025-12-04 08:30:38",,-1227,2.31,,3.4,,99,0,0
"2025-12-04 08:30:40",,-1227,2.31,,3.4,,99,0,0
"2025-12-04 08:30:42",,-1227,2.31,,3.4,,99,0,0
"2025-12-04 08:30:44",,-1227,2.31,,3.4,,99,0,0
"2025-12-04 08:30:46",,-1227,2.31,,3.4,,99,0,0
"2025-12-04 08:30:48",,-1227,2.31,,3.4,,99,0,0
"2025-12-04 08:30:50",,-1227,2.31,,3.399,,99,0,0
"2025-12-04 08:30:52",,-1227,2.31,,3.399,,99,0,0
"2025-12-04 08:30:54",,-1227,2.31,,3.399,,99,0,0
"2025-12-04 08:30:56",,-1227,2.31,,3.399,,99,0,0
"2025-12-04 08:30:58",,-1227,2.31,,3.399,,99,0,0
"2025-12-04 08:31:00",,-1227,2.31,,3.399,,99,0,0
"2025-12-04 08:31:02",,-1227,2.31,,3.398,,99,0,0
"2025-12-04 08:31:04",,-1227,2.31,,3.399,,99,0,0
"2025-12-04 08:31:06",,-1227,2.31,,3.399,,99,0,0
"2025-12-04 08:31:08",,-1227,2.31,,3.398,,99,0,0
"2025-12-04 08:31:10",,-1227,2.31,,3.398,,99,0,0
"2025-12-04 08:31:12",,-1227,2.31,,3.398,,99,0,0
"2025-12-04 08:31:14",,-1227,2.31,,3.398,,99,0,0
"2025-12-04 08:31:16",,-1226,2.31,,3.398,,99,0,0
"2025-12-04 08:31:18",,-1226,2.31,,3.398,,99,0,0
"2025-12-04 08:31:20",,-1226,2.31,,3.398,,99,0,0
"2025-12-04 08:31:22",,-1226,2.31,,3.398,,99,0,0
"2025-12-04 08:31:24",,-1226,2.31,,3.397,,99,0,-17
"2025-12-04 08:31:26",,-1226,13.88,,3.397,,99,0,-7
"2025-12-04 08:31:28",,-1226,13.88,,3.397,,99,0,-5
"2025-12-04 08:31:30",,-1226,13.88,,3.397,,99,0,-5
"2025-12-04 08:31:32",,-1226,13.88,,3.396,,99,0,-5
"2025-12-04 08:31:34",,-1226,12.72,,3.396,,99,0,-4
"2025-12-04 08:31:36",,-1226,12.72,,3.396,,99,0,-5
"2025-12-04 08:31:38",,-1226,12.72,,3.396,,99,0,-5
"2025-12-04 08:31:40",,-1226,12.72,,3.396,,99,0,-5
"2025-12-04 08:31:42",,-1226,12.72,,3.396,,99,0,-6
"2025-12-04 08:31:44",,-1226,12.72,,3.395,,99,0,-6
"2025-12-04 08:31:46",,-1226,12.72,,3.395,,99,0,-6
"2025-12-04 08:31:48",,-1226,12.72,,3.395,,99,0,-7
"2025-12-04 08:31:50",,-1226,11.56,,3.395,,99,0,-6
"2025-12-04 08:31:52",,-1226,12.71,,3.395,,99,0,-7
"2025-12-04 08:31:54",,-1226,12.71,,3.395,,99,0,-7
"2025-12-04 08:31:56",,-1226,12.71,,3.395,,99,0,-6
"2025-12-04 08:31:58",,-1226,13.87,,3.395,,99,0,-7
"2025-12-04 08:32:00",,-1226,13.87,,3.395,,99,0,-7
"2025-12-04 08:32:02",,-1226,13.87,,3.395,,99,0,-6
"2025-12-04 08:32:04",,-1226,12.71,,3.395,,99,0,-7
"2025-12-04 08:32:06",,-1226,12.71,,3.394,,99,0,-6
"2025-12-04 08:32:08",,-1226,12.71,,3.394,,99,0,-6
"2025-12-04 08:32:10",,-1226,12.71,,3.394,,99,0,-7
"2025-12-04 08:32:12",,-1226,13.87,,3.394,,99,0,-6
"2025-12-04 08:32:14",,-1226,13.87,,3.394,,99,0,-7
"2025-12-04 08:32:16",,-1226,13.87,,3.394,,99,0,-6
"2025-12-04 08:32:18",,-1226,13.87,,3.393,,99,0,-7
"2025-12-04 08:32:20",,-1226,13.86,,3.393,,99,0,-6
"2025-12-04 08:32:22",,-1226,13.86,,3.393,,99,0,-6
"2025-12-04 08:32:24",,-1226,12.71,,3.393,,99,0,-6
"2025-12-04 08:32:26",,-1226,13.86,,3.393,,99,0,-6
"2025-12-04 08:32:28",,-1226,13.86,,3.393,,99,0,-6
"2025-12-04 08:32:30",,-1226,12.71,,3.393,,99,0,-7
"2025-12-04 08:32:32",,-1226,13.86,,3.393,,99,0,-6
"2025-12-04 08:32:34",,-1226,12.71,,3.392,,99,0,-6
"2025-12-04 08:32:36",,-1226,13.86,,3.392,,99,0,-7
"2025-12-04 08:32:38",,-1226,13.86,,3.393,,99,0,-6
"2025-12-04 08:32:40",,-1226,13.86,,3.392,,99,0,-6
"2025-12-04 08:32:42",,-1226,13.86,,3.392,,99,0,-5
"2025-12-04 08:32:44",,-1226,13.86,,3.392,,99,0,-5
"2025-12-04 08:32:46",,-1226,12.71,,3.392,,99,0,-5
"2025-12-04 08:32:48",,-1226,13.86,,3.392,,99,0,-4
"2025-12-04 08:32:50",,-1226,13.86,,3.392,,99,0,-4
"2025-12-04 08:32:52",,-1226,12.7,,3.392,,99,0,-4
"2025-12-04 08:32:54",,-1226,13.86,,3.391,,99,0,-3
"2025-12-04 08:32:56",,-1226,13.86,,3.391,,99,0,-4
"2025-12-04 08:32:58",,-1225,13.86,,3.391,,99,0,-4
"2025-12-04 08:33:00",,-1225,11.55,,3.391,,99,0,-5
"2025-12-04 08:33:02",,-1225,13.86,,3.391,,99,0,-5
"2025-12-04 08:33:04",,-1225,12.7,,3.391,,99,0,-5
"2025-12-04 08:33:06",,-1225,12.7,,3.391,,99,0,-5
"2025-12-04 08:33:08",,-1225,13.86,,3.391,,99,0,-6
"2025-12-04 08:33:10",,-1225,12.7,,3.391,,99,0,-6
"2025-12-04 08:33:12",,-1225,12.7,,3.391,,99,0,-6
"2025-12-04 08:33:14",,-1225,13.86,,3.391,,99,0,-6
"2025-12-04 08:33:16",,-1225,12.7,,3.391,,99,-500,-229
"2025-12-04 08:33:18",,-1227,-465.03,,3.405,,99,-500,-469
"2025-12-04 08:33:20",,-1228,-464.72,,3.406,,99,-500,-495
"2025-12-04 08:33:22",,-1228,-463.72,,3.408,,99,-500,-500
"2025-12-04 08:33:24",,-1228,-463.88,,3.409,,99,-500,-500
"2025-12-04 08:33:26",,-1228,-464.04,,3.41,,99,-500,-500
"2025-12-04 08:33:28",,-1228,-464.16,,3.411,,99,-500,-499
"2025-12-04 08:33:30",,-1229,-464.24,,3.412,,99,-500,-498
"2025-12-04 08:33:32",,-1229,-464.32,,3.413,,99,-500,-497
"2025-12-04 08:33:34",,-1229,-464.44,,3.414,,99,-500,-497
"2025-12-04 08:33:36",,-1229,-464.56,,3.414,,99,-500,-498
"2025-12-04 08:33:38",,-1229,-737.62,,3.425,,99,-940,-844
"2025-12-04 08:33:40",,-1231,-891.53,,3.432,,99,-940,-923
"2025-12-04 08:33:42",,-1231,-892.07,,3.434,,99,-940,-940
"2025-12-04 08:33:44",,-1232,-892.53,,3.436,,99,-940,-941
"2025-12-04 08:33:46",,-1232,-891.97,,3.439,,99,-940,-941
"2025-12-04 08:33:48",,-1232,-892.35,,3.441,,99,-940,-941
"2025-12-04 08:33:50",,-1233,-891.57,,3.443,,99,-940,-941
"2025-12-04 08:33:52",,-1233,-893.04,,3.446,,99,-940,-942
"2025-12-04 08:33:54",,-1233,-892.25,,3.447,,99,-940,-940
"2025-12-04 08:33:56",,-1233,-892.63,,3.45,,99,-940,-940
"2025-12-04 08:33:58",,-1234,-893.02,,3.452,,99,-940,-942
"2025-12-04 08:34:00",,-1234,-890.98,,3.456,,99,-940,-941
"2025-12-04 08:34:02",,-1234,-891.28,,3.457,,99,-940,-941
"2025-12-04 08:34:04",,-1234,-891.66,,3.46,,99,-940,-940
"2025-12-04 08:34:06",,-1234,-891.97,,3.462,,99,-940,-940
"2025-12-04 08:34:08",,-1235,-892.58,,3.465,,99,-940,-941
"2025-12-04 08:34:10",,-1235,-893.03,,3.468,,99,-940,-942
"2025-12-04 08:34:12",,-1235,-893.34,,3.469,,99,-940,-941
"2025-12-04 08:34:14",,-1235,-892.54,,3.472,,99,-940,-941
"2025-12-04 08:34:16",,-1236,-892.77,,3.474,,99,-940,-942
"2025-12-04 08:34:18",,-1236,-892.2,,3.476,,99,-940,-943
"2025-12-04 08:34:20",,-1236,-892.58,,3.479,,99,-940,-943
"2025-12-04 08:34:22",,-1236,-892.89,,3.481,,99,-940,-943
"2025-12-04 08:34:24",,-1236,-893.27,,3.484,,99,-940,-943
"2025-12-04 08:34:26",,-1237,-893.65,,3.486,,99,-940,-943
"2025-12-04 08:34:28",,-1237,-894.1,,3.488,,99,-940,-943
"2025-12-04 08:34:30",,-1237,-893.3,,3.49,,99,-940,-941
"2025-12-04 08:34:32",,-1237,-892.35,,3.492,,99,-940,-940
"2025-12-04 08:34:34",,-1237,-891.55,,3.494,,99,-940,-941
"2025-12-04 08:34:36",,-1238,-891.85,,3.497,,99,-940,-942
"2025-12-04 08:34:38",,-1238,-893.49,,3.499,,99,-940,-943
"2025-12-04 08:34:40",,-1238,-892.68,,3.501,,99,-940,-943
"2025-12-04 08:34:42",,-1238,-891.73,,3.503,,99,-940,-944
"2025-12-04 08:34:44",,-1238,-893.21,,3.505,,99,-940,-944
"2025-12-04 08:34:46",,-1238,-893.59,,3.507,,99,-940,-943
"2025-12-04 08:34:48",,-1239,-893.97,,3.508,,99,-940,-944
"2025-12-04 08:34:50",,-1239,-891.91,,3.511,,99,-940,-943
"2025-12-04 08:34:52",,-1239,-892.13,,3.512,,99,-940,-943
"2025-12-04 08:34:54",,-1239,-892.43,,3.515,,99,-940,-942
"2025-12-04 08:34:56",,-1240,-892.74,,3.517,,99,-940,-943
"2025-12-04 08:34:58",,-1240,-893.19,,3.519,,99,-940,-944
"2025-12-04 08:35:00",,-1240,-891.12,,3.521,,99,-940,-943
"2025-12-04 08:35:02",,-1240,-893.72,,3.523,,99,-940,-944
"2025-12-04 08:35:04",,-1240,-894.02,,3.526,,99,-940,-944
"2025-12-04 08:35:06",,-1240,-894.24,,3.527,,99,-940,-944
"2025-12-04 08:35:08",,-1241,-894.62,,3.529,,99,-940,-945
"2025-12-04 08:35:10",,-1241,-894.92,,3.53,,99,-940,-943
"2025-12-04 08:35:12",,-1241,-892.77,,3.533,,99,-940,-942
"2025-12-04 08:35:14",,-1241,-894.26,,3.535,,99,-940,-943
"2025-12-04 08:35:16",,-1241,-893.38,,3.536,,99,-940,-942
"2025-12-04 08:35:18",,-1242,-893.68,,3.538,,99,-940,-942
"2025-12-04 08:35:20",,-1242,-892.79,,3.54,,99,-940,-940
"2025-12-04 08:35:22",,-1242,-893.01,,3.542,,99,-940,-940
"2025-12-04 08:35:24",,-1242,-893.24,,3.543,,99,-940,-941
"2025-12-04 08:35:26",,-1242,-893.46,,3.545,,99,-940,-941
"2025-12-04 08:35:28",,-1242,-893.77,,3.547,,99,-940,-940
"2025-12-04 08:35:30",,-1243,-892.73,,3.548,,99,-940,-940
"2025-12-04 08:35:32",,-1243,-893.1,,3.55,,99,-940,-941
"2025-12-04 08:35:34",,-1243,-893.32,,3.551,,99,-940,-940
"2025-12-04 08:35:36",,-1243,-893.55,,3.553,,99,-940,-940
"2025-12-04 08:35:38",,-1243,-892.58,,3.554,,99,-940,-939
"2025-12-04 08:35:40",,-1243,-892.88,,3.556,,99,-940,-939
"2025-12-04 08:35:42",,-1244,-893.18,,3.557,,99,-940,-940
"2025-12-04 08:35:44",,-1244,-893.33,,3.559,,99,-940,-940
"2025-12-04 08:35:46",,-1244,-894.75,,3.561,,99,-940,-941
"2025-12-04 08:35:48",,-1244,-892.59,,3.562,,99,-940,-940
"2025-12-04 08:35:50",,-1244,-894.08,,3.563,,99,-940,-940
"2025-12-04 08:35:52",,-1245,-894.31,,3.565,,99,-940,-940
"2025-12-04 08:35:54",,-1245,-893.26,,3.566,,99,-940,-941
"2025-12-04 08:35:56",,-1245,-893.49,,3.567,,99,-940,-941
"2025-12-04 08:35:58",,-1245,-894.91,,3.569,,99,-940,-941
"2025-12-04 08:36:00",,-1245,-894.01,,3.57,,99,-940,-941
"2025-12-04 08:36:02",,-1245,-894.23,,3.571,,99,-940,-941
"2025-12-04 08:36:04",,-1245,-893.19,,3.572,,99,-940,-939
"2025-12-04 08:36:06",,-1246,-894.61,,3.574,,99,-940,-940
"2025-12-04 08:36:08",,-1246,-892.37,,3.575,,99,-940,-939
"2025-12-04 08:36:10",,-1246,-892.66,,3.576,,99,-940,-940
"2025-12-04 08:36:12",,-1246,-892.81,,3.578,,99,-940,-939
"2025-12-04 08:36:14",,-1246,-892.96,,3.579,,99,-940,-939
"2025-12-04 08:36:16",,-1246,-893.19,,3.58,,99,-940,-939
"2025-12-04 08:36:18",,-1247,-893.34,,3.581,,99,-940,-939
"2025-12-04 08:36:20",,-1247,-893.63,,3.582,,99,-940,-940
"2025-12-04 08:36:22",,-1247,-893.78,,3.584,,99,-940,-940
"2025-12-04 08:36:24",,-1247,-892.73,,3.585,,99,-940,-939
"2025-12-04 08:36:26",,-1247,-894.16,,3.586,,99,-940,-940
"2025-12-04 08:36:28",,-1247,-894.3,,3.587,,99,-940,-939
"2025-12-04 08:36:30",,-1247,-894.45,,3.587,,99,-940,-940
"2025-12-04 08:36:32",,-1248,-894.75,,3.588,,99,-940,-941
"2025-12-04 08:36:34",,-1248,-894.9,,3.59,,99,-940,-941
"2025-12-04 08:36:36",,-1248,-895.05,,3.591,,99,-940,-941
"2025-12-04 08:36:38",,-1248,-894.07,,3.592,,99,-940,-941
"2025-12-04 08:36:40",,-1248,-894.22,,3.593,,99,-940,-943
"2025-12-04 08:36:42",,-1248,-894.45,,3.594,,99,-940,-944
"2025-12-04 08:36:44",,-1248,-893.4,,3.595,,99,-940,-943
"2025-12-04 08:36:46",,-1248,-893.54,,3.596,,99,-940,-944
"2025-12-04 08:36:48",,-1249,-893.69,,3.597,,99,-940,-943
"2025-12-04 08:36:50",,-1249,-893.84,,3.598,,99,-940,-943
"2025-12-04 08:36:52",,-1249,-892.86,,3.598,,99,-940,-942
"2025-12-04 08:36:54",,-1249,-893.01,,3.6,,99,-940,-942
"2025-12-04 08:36:56",,-1249,-893.16,,3.601,,99,-940,-942
"2025-12-04 08:36:58",,-1249,-893.31,,3.602,,99,-940,-941
"2025-12-04 08:37:00",,-1249,-892.25,,3.602,,99,-940,-940
"2025-12-04 08:37:02",,-1250,-892.48,,3.603,,99,-940,-940
"2025-12-04 08:37:04",,-1250,-892.63,,3.605,,99,-940,-941
"2025-12-04 08:37:06",,-1250,-893.98,,3.605,,99,-940,-942
"2025-12-04 08:37:08",,-1250,-894.13,,3.606,,99,-940,-941
"2025-12-04 08:37:10",,-1250,-891.87,,3.607,,99,-940,-940
"2025-12-04 08:37:12",,-1250,-894.5,,3.608,,99,-940,-942
"2025-12-04 08:37:14",,-1250,-894.65,,3.609,,99,-940,-940
"2025-12-04 08:37:16",,-1250,-894.72,,3.609,,99,-940,-940
"2025-12-04 08:37:18",,-1250,-894.87,,3.61,,99,-940,-941
"2025-12-04 08:37:20",,-1250,-895.02,,3.611,,99,-940,-941
"2025-12-04 08:37:22",,-1250,-892.76,,3.612,,99,-940,-940
"2025-12-04 08:37:24",,-1250,-892.9,,3.613,,99,-940,-941
"2025-12-04 08:37:26",,-1250,-894.18,,3.613,,99,-940,-942
"2025-12-04 08:37:28",,-1250,-893.2,,3.615,,99,-940,-942
"2025-12-04 08:37:30",,-1250,-893.28,,3.615,,99,-940,-943
"2025-12-04 08:37:32",,-1250,-893.35,,3.615,,99,-940,-943
"2025-12-04 08:37:34",,-1250,-893.57,,3.616,,99,-940,-943
"2025-12-04 08:37:36",,-1250,-893.72,,3.617,,99,-940,-944
"2025-12-04 08:37:38",,-1250,-893.79,,3.617,,99,-940,-943
"2025-12-04 08:37:40",,-1250,-893.94,,3.618,,99,-940,-943
"2025-12-04 08:37:42",,-1250,-894.09,,3.619,,99,-940,-943
"2025-12-04 08:37:44",,-1250,-894.24,,3.621,,99,-940,-943
"2025-12-04 08:37:46",,-1250,-894.39,,3.621,,99,-940,-941
"2025-12-04 08:37:48",,-1250,-894.46,,3.623,,99,-940,-941
"2025-12-04 08:37:50",,-1250,-892.19,,3.623,,99,-940,-941
"2025-12-04 08:37:52",,-1250,-893.55,,3.625,,99,-940,-942
"2025-12-04 08:37:54",,-1250,-893.7,,3.626,,99,-940,-941
"2025-12-04 08:37:56",,-1250,-892.56,,3.627,,99,-940,-942
"2025-12-04 08:37:58",,-1250,-892.71,,3.627,,99,-940,-940
"2025-12-04 08:38:00",,-1250,-892.79,,3.629,,99,-940,-940
"2025-12-04 08:38:02",,-1250,-892.93,,3.63,,99,-940,-940
"2025-12-04 08:38:04",,-1250,-893.08,,3.631,,99,-940,-940
"2025-12-04 08:38:06",,-1250,-893.23,,3.632,,99,-940,-940
"2025-12-04 08:38:08",,-1250,-893.3,,3.633,,99,-940,-942
"2025-12-04 08:38:10",,-1250,-893.45,,3.634,,99,-940,-940
"2025-12-04 08:38:12",,-1250,-893.6,,3.635,,99,-940,-942
"2025-12-04 08:38:14",,-1250,-892.54,,3.636,,99,-940,-942
"2025-12-04 08:38:16",,-1250,-893.82,,3.637,,99,-940,-943
"2025-12-04 08:38:18",,-1250,-893.97,,3.638,,99,-940,-944
"2025-12-04 08:38:20",,-1250,-894.04,,3.64,,99,-940,-944
"2025-12-04 08:38:22",,-1250,-892.98,,3.641,,99,-940,-943
"2025-12-04 08:38:24",,-625,-894.34,,3.641,,99.5,-940,-908
"2025-12-04 08:38:26",,-625,-590.29,,3.655,,99.5,-940,-663
"2025-12-04 08:38:28",,-625,-588.84,,3.661,,99.5,-940,-631
"2025-12-04 08:38:30",,-625,-589.57,,3.667,,99.5,-940,-629
"2025-12-04 08:38:32",,-256,-588.93,,3.672,,100,-940,-523
"2025-12-04 08:38:34",,0,-6.07,,3.638,,100,-940,-75
"2025-12-04 08:38:36",,0,13.25,,3.62,,100,0,-12
"2025-12-04 08:38:38",,0,12.01,,3.599,,100,0,-5
"2025-12-04 08:38:40",,0,13.17,,3.585,,100,0,-4
"2025-12-04 08:38:42",,0,11.94,,3.573,,100,0,-4
"2025-12-04 08:38:44",,0,11.92,,3.564,,100,0,-4
"2025-12-04 08:38:46",,0,11.9,,3.553,,100,0,-4
"2025-12-04 08:38:48",,0,11.89,,3.546,,100,0,-4
"2025-12-04 08:38:50",,0,11.88,,3.543,,100,0,-4
